date,code,name,amount,cost,middle_cost
2021-08-04,104,갈치,1816.7,24096000,16250.0
2021-08-05,104,갈치,2650.3,25113000,7971.0
2021-08-06,104,갈치,3713.5,35041000,7642.5
2021-08-07,104,갈치,3269.5,35087000,6500.0
2021-08-08,104,갈치,3269.5,35087000,6500.0
2021-08-09,104,갈치,2281.7,29362000,6000.0
2021-08-10,104,갈치,3047.5,24784000,2000.0
2021-08-11,104,갈치,2593.8,22191000,16189.0
2021-08-12,104,갈치,2347.1,31600000,17750.0
2021-08-13,104,갈치,3592.5,19259000,8883.0
2021-08-14,104,갈치,4170.8,26564000,3500.0
2021-08-15,104,갈치,4170.8,26564000,3500.0
2021-08-16,104,갈치,3766.2,32986000,1250.0
2021-08-17,104,갈치,3913.0,43049000,10000.0
2021-08-18,104,갈치,1347.6,22775000,20000.0
2021-08-19,104,갈치,2262.4,35082000,18750.0
2021-08-20,104,갈치,2789.5,26260000,7250.0
2021-08-21,104,갈치,2764.2,29353000,8357.0
2021-08-22,104,갈치,2764.2,29353000,8357.0
2021-08-23,104,갈치,3497.1,31451000,850.0
2021-08-24,104,갈치,1540.0,26208000,10650.0
2021-08-25,104,갈치,2666.6,12133000,2483.0
2021-08-26,104,갈치,1688.0,20199000,9710.5
2021-08-27,104,갈치,1949.4,32860000,11511.0
2021-08-28,104,갈치,2553.9,32702000,10400.0
2021-08-29,104,갈치,2553.9,32702000,10400.0
2021-08-30,104,갈치,3776.8,38409000,2000.0
2021-08-31,104,갈치,3397.2,47665000,10475.0
2021-09-01,104,갈치,4448.7,48114000,9490.5
2021-09-02,104,갈치,3595.8,38443000,8683.0
2021-09-03,104,갈치,2828.9,19842500,6750.0
2021-09-04,104,갈치,2485.6,40874000,11282.0
2021-09-05,104,갈치,2485.6,40874000,11282.0
2021-09-06,104,갈치,3354.5,28768500,1408.0
2021-09-07,104,갈치,2757.7,41568000,1433.0
2021-09-08,104,갈치,4130.4,43142000,3150.0
2021-09-09,104,갈치,3292.5,50038000,11675.0
2021-09-10,104,갈치,3497.4,55059000,8250.0
2021-09-11,104,갈치,3361.5,37759000,1133.0
2021-09-12,104,갈치,3361.5,37759000,1133.0
2021-09-13,104,갈치,5282.3,59704000,9333.0
2021-09-14,104,갈치,3510.6,48907000,1066.0
2021-09-15,104,갈치,1064.6,20096000,13583.0
2021-09-16,104,갈치,582.9,7782000,20857.0
2021-09-17,104,갈치,270.0,270000,1000.0
2021-09-18,104,갈치,270.0,270000,1000.0
2021-09-19,104,갈치,270.0,270000,1000.0
2021-09-20,104,갈치,3820.4,28513700,7675.0
2021-09-21,104,갈치,3820.4,28513700,7675.0
2021-09-22,104,갈치,3820.4,28513700,7675.0
2021-09-23,104,갈치,3820.4,28513700,7675.0
2021-09-24,104,갈치,4941.1,45425200,5555.0
2021-09-25,104,갈치,4563.4,58333000,1750.0
2021-09-26,104,갈치,4563.4,58333000,1750.0
2021-09-27,104,갈치,2357.1,37709000,10750.0
2021-09-28,104,갈치,2885.8,50189000,9473.0
2021-09-29,104,갈치,2083.1,31363000,10500.0
2021-09-30,104,갈치,2879.2,35692000,8916.5
2021-10-01,104,갈치,2729.8,33147000,8023.5
2021-10-02,104,갈치,3029.7,39629000,2666.0
2021-10-03,104,갈치,3029.7,39629000,2666.0
2021-10-04,104,갈치,4633.0,44876000,2600.0
2021-10-05,104,갈치,3304.0,33357000,8850.0
2021-10-06,104,갈치,2078.5,36086000,18888.0
2021-10-07,104,갈치,2660.3,24438000,6000.0
2021-10-08,104,갈치,5234.7,36894500,4500.0
2021-10-09,104,갈치,4145.0,41746000,2000.0
2021-10-10,104,갈치,4145.0,41746000,2000.0
2021-10-11,104,갈치,3846.0,35510000,8000.0
2021-10-12,104,갈치,2363.6,34466000,7135.0
2021-10-13,104,갈치,1770.6,31401000,9523.0
2021-10-14,104,갈치,765.0,18308000,28000.0
2021-10-15,104,갈치,1669.7,32212000,14425.0
2021-10-16,104,갈치,3172.1,60897000,5317.5
2021-10-17,104,갈치,3172.1,60897000,5317.5
2021-10-18,104,갈치,3373.9,51653500,9090.0
2021-10-19,104,갈치,5867.7,36273000,6250.0
2021-10-20,104,갈치,4289.6,35367000,5500.0
2021-10-21,104,갈치,2557.3,20283000,1600.0
2021-10-22,104,갈치,3533.0,48698000,11700.0
2021-10-23,104,갈치,2910.8,32724000,5000.0
2021-10-24,104,갈치,2910.8,32724000,5000.0
2021-10-25,104,갈치,2722.3,28484000,2200.0
2021-10-26,104,갈치,3494.0,49088000,5345.0
2021-10-27,104,갈치,3002.9,51635000,21111.0
2021-10-28,104,갈치,3189.3,43580000,10600.0
2021-10-29,104,갈치,3019.9,31357000,2300.0
2021-10-30,104,갈치,3806.3,27342000,15000.0
2021-10-31,104,갈치,3806.3,27342000,15000.0
2021-11-01,104,갈치,4501.1,40943000,9000.0
2021-11-02,104,갈치,5545.7,62041000,8250.0
2021-11-03,104,갈치,3511.7,36940000,6125.0
2021-11-04,104,갈치,1596.2,20616000,11250.0
2021-11-05,104,갈치,7433.8,48259000,2700.0
2021-11-06,104,갈치,2665.7,32084000,19400.0
2021-11-07,104,갈치,2665.7,32084000,19400.0
2021-11-08,104,갈치,2064.1,38097000,10000.0
2021-11-09,104,갈치,3241.6,35302000,600.0
2021-11-10,104,갈치,1563.0,17582000,11611.0
2021-11-11,104,갈치,969.5,13775000,21714.0
2021-11-12,104,갈치,650.0,6658000,20400.0
2021-11-13,104,갈치,872.1,21305000,20000.0
2021-11-14,104,갈치,872.1,21305000,20000.0
2021-11-15,104,갈치,3283.4,64557000,20016.5
2021-11-16,104,갈치,3255.4,50319000,15808.0
2021-11-17,104,갈치,2748.5,43010000,18400.0
2021-11-18,104,갈치,2872.0,38168000,16250.0
2021-11-19,104,갈치,2370.5,27331000,16444.0
2021-11-20,104,갈치,3705.2,36456000,9000.0
2021-11-21,104,갈치,3705.2,36456000,9000.0
2021-11-22,104,갈치,2628.5,36273000,16110.5
2021-11-23,104,갈치,1063.9,16569000,23000.0
2021-11-24,104,갈치,1561.4,24192000,15208.0
2021-11-25,104,갈치,1080.0,11747000,14083.0
2021-11-26,104,갈치,816.2,12180000,20444.0
2021-11-27,104,갈치,984.2,17150000,25277.0
2021-11-28,104,갈치,984.2,17150000,25277.0
2021-11-29,104,갈치,2426.1,38634000,18222.0
2021-11-30,104,갈치,2153.9,32729000,20666.5
2021-12-01,104,갈치,1853.8,30264000,17000.0
2021-12-02,104,갈치,1779.8,23798000,14400.0
2021-12-03,104,갈치,915.5,13753000,20000.0
2021-12-04,104,갈치,817.7,13042000,24722.0
2021-12-05,104,갈치,817.7,13042000,24722.0
2021-12-06,104,갈치,1284.0,29882000,25777.0
2021-12-07,104,갈치,2689.2,52037000,22700.0
2021-12-08,104,갈치,2426.8,40294000,17350.0
2021-12-09,104,갈치,2133.5,28198000,13750.0
2021-12-10,104,갈치,1314.1,18468000,13250.0
2021-12-11,104,갈치,2536.6,39427000,13750.0
2021-12-12,104,갈치,2536.6,39427000,13750.0
2021-12-13,104,갈치,1393.7,19814000,20000.0
2021-12-14,104,갈치,1498.1,22689000,16500.0
2021-12-15,104,갈치,2081.2,31498000,14750.0
2021-12-16,104,갈치,2055.0,27236000,17777.0
2021-12-17,104,갈치,1846.6,25758000,17777.0
2021-12-18,104,갈치,1359.6,18645000,11062.5
2021-12-19,104,갈치,1359.6,18645000,11062.5
2021-12-20,104,갈치,949.2,14889000,10000.0
2021-12-21,104,갈치,1971.3,35469000,23600.0
2021-12-22,104,갈치,1884.4,26004000,22222.0
2021-12-23,104,갈치,2246.7,37279000,21000.0
2021-12-24,104,갈치,1727.0,30542000,21999.0
2021-12-25,104,갈치,2344.8,48222000,25000.0
2021-12-26,104,갈치,2344.8,48222000,25000.0
2021-12-27,104,갈치,1887.6,38457000,22000.0
2021-12-28,104,갈치,2130.5,42041000,23000.0
2021-12-29,104,갈치,1171.5,23187000,25454.0
2021-12-30,104,갈치,1442.6,32818000,25000.0
2021-12-31,104,갈치,1464.4,32615000,26600.0
2022-01-03,104,갈치,1457.9,34473000,31000.0
2022-01-04,104,갈치,2128.0,43346000,23400.0
2022-01-05,104,갈치,2134.5,44344000,24000.0
2022-01-06,104,갈치,873.0,16752000,28000.0
2022-01-07,104,갈치,2216.4,33579000,13350.0
2022-01-08,104,갈치,1465.8,35006000,25785.5
2022-01-09,104,갈치,1465.8,35006000,25785.5
2022-01-10,104,갈치,3633.3,77352000,24000.0
2022-01-11,104,갈치,3417.9,62874000,20988.5
2022-01-12,104,갈치,1125.8,19985000,23000.0
2022-01-13,104,갈치,1630.7,28176000,16800.0
2022-01-14,104,갈치,1739.5,30894000,20600.0
2022-01-15,104,갈치,1384.0,25686000,21000.0
2022-01-16,104,갈치,1384.0,25686000,21000.0
2022-01-17,104,갈치,2034.0,48500000,24000.0
2022-01-18,104,갈치,2350.0,49519000,18150.0
2022-01-19,104,갈치,1854.4,34312000,22400.0
2022-01-20,104,갈치,2187.7,41105000,21700.0
2022-01-21,104,갈치,837.0,20705000,28000.0
2022-01-22,104,갈치,2162.1,52606000,27000.0
2022-01-23,104,갈치,2162.1,52606000,27000.0
2022-01-24,104,갈치,1804.2,49095000,18600.0
2022-01-25,104,갈치,2002.8,50059000,26000.0
2022-01-26,104,갈치,860.2,22199000,28000.0
2022-01-27,104,갈치,2125.7,52954000,26400.0
2022-01-28,104,갈치,1457.1,35911000,26933.0
2022-01-29,104,갈치,910.9,22145000,29000.0
2022-01-30,104,갈치,910.9,22145000,29000.0
2022-01-31,104,갈치,631.0,14953000,33000.0
2022-02-01,104,갈치,631.0,14953000,33000.0
2022-02-02,104,갈치,631.0,14953000,33000.0
2022-02-03,104,갈치,631.0,14953000,33000.0
2022-02-04,104,갈치,546.8,16493000,34000.0
2022-02-05,104,갈치,573.6,14297000,23350.0
2022-02-06,104,갈치,573.6,14297000,23350.0
2022-02-07,104,갈치,1504.2,37367000,28000.0
2022-02-08,104,갈치,1852.2,45448000,30000.0
2022-02-09,104,갈치,1301.3,28178000,14666.0
2022-02-10,104,갈치,1305.8,25194000,15000.0
2022-02-11,104,갈치,769.6,8245000,12000.0
2022-02-12,104,갈치,347.5,4756000,22222.0
2022-02-13,104,갈치,347.5,4756000,22222.0
2022-02-14,104,갈치,1596.3,26084000,16666.5
2022-02-15,104,갈치,1348.8,25480000,27400.0
2022-02-16,104,갈치,516.5,7395000,30000.0
2022-02-17,104,갈치,1127.0,20650000,23404.0
2022-02-18,104,갈치,618.5,12922000,26000.0
2022-02-19,104,갈치,692.2,15551000,27000.0
2022-02-20,104,갈치,692.2,15551000,27000.0
2022-02-21,104,갈치,491.3,10994000,28000.0
2022-02-22,104,갈치,594.0,15305000,27000.0
2022-02-23,104,갈치,195.5,4735000,30000.0
2022-02-24,104,갈치,490.0,13422000,28600.0
2022-02-25,104,갈치,744.0,19618000,31000.0
2022-02-26,104,갈치,934.7,24393000,32000.0
2022-02-27,104,갈치,934.7,24393000,32000.0
2022-02-28,104,갈치,1071.3,27967000,30952.0
2022-03-01,104,갈치,995.4,21405000,25944.0
2022-03-02,104,갈치,948.1,5762000,4964.0
2022-03-03,104,갈치,980.3,16968000,23888.5
2022-03-04,104,갈치,492.7,10278000,28888.0
2022-03-05,104,갈치,912.9,16875000,19333.0
2022-03-06,104,갈치,912.9,16875000,19333.0
2022-03-07,104,갈치,857.3,20527000,25250.0
2022-03-08,104,갈치,1935.8,37034000,17325.0
2022-03-09,104,갈치,1301.5,24757000,23600.0
2022-03-10,104,갈치,780.4,14415000,18700.0
2022-03-11,104,갈치,997.6,18666000,17250.0
2022-03-12,104,갈치,2147.7,33243000,14866.5
2022-03-13,104,갈치,2147.7,33243000,14866.5
2022-03-14,104,갈치,1138.2,16274000,10000.0
2022-03-15,104,갈치,557.7,7249000,16000.0
2022-03-16,104,갈치,453.2,9274000,27000.0
2022-03-17,104,갈치,783.2,11609000,16882.0
2022-03-18,104,갈치,1161.5,22093000,11764.0
2022-03-19,104,갈치,773.0,15687000,12999.5
2022-03-20,104,갈치,773.0,15687000,12999.5
2022-03-21,104,갈치,325.0,7995000,30000.0
2022-03-22,104,갈치,1006.6,12292000,13041.0
2022-03-23,104,갈치,785.2,19294000,21111.0
2022-03-24,104,갈치,315.0,4414000,13333.0
2022-03-25,104,갈치,1436.4,31838000,19062.5
2022-03-26,104,갈치,1117.0,13910000,18833.0
2022-03-27,104,갈치,1117.0,13910000,18833.0
2022-03-28,104,갈치,1785.4,38041000,29700.0
2022-03-29,104,갈치,348.0,6575000,21428.0
2022-03-30,104,갈치,944.3,17167000,26000.0
2022-03-31,104,갈치,1049.7,16365000,21041.5
2022-04-01,104,갈치,1363.5,27585000,27000.0
2022-04-02,104,갈치,524.2,10355000,24600.0
2022-04-03,104,갈치,524.2,10355000,24600.0
2022-04-04,104,갈치,886.0,13535000,17066.5
2022-04-05,104,갈치,1858.6,35108000,29000.0
2022-04-06,104,갈치,1626.0,24167000,26666.0
2022-04-07,104,갈치,1241.7,21273000,11111.0
2022-04-08,104,갈치,1226.4,16537000,10000.0
2022-04-09,104,갈치,1224.3,15857000,21600.0
2022-04-10,104,갈치,1224.3,15857000,21600.0
2022-04-11,104,갈치,1883.5,26630000,26562.5
2022-04-12,104,갈치,2372.2,45494000,12000.0
2022-04-13,104,갈치,1177.8,18182000,15847.5
2022-04-14,104,갈치,1063.8,17001000,15555.5
2022-04-15,104,갈치,569.4,12470000,20043.5
2022-04-16,104,갈치,101.5,2635000,24285.0
2022-04-17,104,갈치,101.5,2635000,24285.0
2022-04-18,104,갈치,515.0,8595000,20999.5
2022-04-19,104,갈치,751.1,19569000,23055.5
2022-04-20,104,갈치,1297.6,24688000,20275.0
2022-04-21,104,갈치,719.2,18039000,23250.0
2022-04-22,104,갈치,636.7,19756000,35000.0
2022-04-23,104,갈치,1569.8,35963500,17616.5
2022-04-24,104,갈치,1569.8,35963500,17616.5
2022-04-25,104,갈치,1417.0,33538000,32000.0
2022-04-26,104,갈치,978.6,18135000,19313.5
2022-04-27,104,갈치,719.9,14569000,23750.0
2022-04-28,104,갈치,1047.9,24528000,31000.0
2022-04-29,104,갈치,624.8,10924000,18916.5
2022-04-30,104,갈치,778.3,19201000,23736.0
2022-05-01,104,갈치,778.3,19201000,23736.0
2022-05-02,104,갈치,1381.0,31232000,22000.0
2022-05-03,104,갈치,1360.0,31376000,23027.5
2022-05-04,104,갈치,1322.6,35564000,24100.0
2022-05-05,104,갈치,1083.0,24257000,21861.0
2022-05-06,104,갈치,1407.5,33540000,30200.0
2022-05-07,104,갈치,1482.7,31574000,15633.0
2022-05-08,104,갈치,1482.7,31574000,15633.0
2022-05-09,104,갈치,3035.4,34490000,28000.0
2022-05-10,104,갈치,1338.4,22316000,26666.0
2022-05-11,104,갈치,2092.0,25431000,28000.0
2022-05-12,104,갈치,682.2,6439000,9967.5
2022-05-13,104,갈치,1127.5,25655000,22652.0
2022-05-14,104,갈치,1204.0,19130000,18638.5
2022-05-15,104,갈치,1204.0,19130000,18638.5
2022-05-16,104,갈치,963.0,12585000,26666.0
2022-05-17,104,갈치,1039.7,20334000,21500.0
2022-05-18,104,갈치,1861.4,32217000,9000.0
2022-05-19,104,갈치,1068.2,16061000,16600.0
2022-05-20,104,갈치,600.2,10721000,44000.0
2022-05-21,104,갈치,1228.2,25535000,25852.5
2022-05-22,104,갈치,1228.2,25535000,25852.5
2022-05-23,104,갈치,1514.0,34433000,38000.0
2022-05-24,104,갈치,1695.9,34191000,28400.0
2022-05-25,104,갈치,1337.7,20130000,30000.0
2022-05-26,104,갈치,1834.2,20683000,24666.0
2022-05-27,104,갈치,1286.3,19076000,26750.0
2022-05-28,104,갈치,1282.7,14336000,25000.0
2022-05-29,104,갈치,1282.7,14336000,25000.0
2022-05-30,104,갈치,1345.2,13838000,31833.0
2022-05-31,104,갈치,1143.6,22774000,32647.0
2022-06-01,104,갈치,1195.9,24868000,44000.0
2022-06-02,104,갈치,1613.8,23461000,7500.0
2022-06-03,104,갈치,1889.9,23208000,37000.0
2022-06-04,104,갈치,1446.1,11821000,15714.0
2022-06-05,104,갈치,1446.1,11821000,15714.0
2022-06-06,104,갈치,1943.5,23527500,24916.5
2022-06-07,104,갈치,182.5,3210000,32750.0
2022-06-08,104,갈치,946.3,17422000,27142.0
2022-06-09,104,갈치,957.5,18849000,21450.0
2022-06-10,104,갈치,1647.8,20097000,16666.0
2022-06-11,104,갈치,1169.2,21790000,28000.0
2022-06-12,104,갈치,1169.2,21790000,28000.0
2022-06-13,104,갈치,1159.2,17399000,39642.5
2022-06-14,104,갈치,1322.5,22676000,26222.0
2022-06-15,104,갈치,1276.1,19497500,26000.0
2022-06-16,104,갈치,686.1,10551500,29000.0
2022-06-17,104,갈치,1049.7,18150000,24107.0
2022-06-18,104,갈치,1519.4,25663000,27000.0
2022-06-19,104,갈치,1519.4,25663000,27000.0
2022-06-20,104,갈치,1560.3,26263000,14166.5
2022-06-21,104,갈치,1597.1,30710500,13000.0
2022-06-22,104,갈치,866.7,14784000,23928.5
2022-06-23,104,갈치,1196.3,19804000,27777.0
2022-06-24,104,갈치,715.3,7805000,7600.0
2022-06-25,104,갈치,217.5,2766000,12285.0
2022-06-26,104,갈치,217.5,2766000,12285.0
2022-06-27,104,갈치,600.7,14443000,33750.0
2022-06-28,104,갈치,1478.0,17653000,8257.0
2022-06-29,104,갈치,565.1,8138000,15750.0
2022-06-30,104,갈치,1224.3,15777000,16904.0
2022-07-01,104,갈치,1269.2,21499000,15075.0
2022-07-02,104,갈치,1645.7,24702000,25555.0
2022-07-03,104,갈치,1645.7,24702000,25555.0
2022-07-04,104,갈치,1136.9,14449000,15142.0
2022-07-05,104,갈치,2013.0,19586000,8000.0
2022-07-06,104,갈치,941.5,13857000,23375.0
2022-07-07,104,갈치,1485.4,18708000,13714.0
2022-07-08,104,갈치,1377.7,13525000,6357.0
2022-07-09,104,갈치,773.3,7270000,9333.0
2022-07-10,104,갈치,773.3,7270000,9333.0
2022-07-11,104,갈치,2109.7,17212000,2750.0
2022-07-12,104,갈치,1250.6,16106000,14285.0
2022-07-13,104,갈치,2155.8,19019000,3600.0
2022-07-14,104,갈치,1195.2,10048000,2850.0
2022-07-15,104,갈치,1482.3,18020500,8333.0
2022-07-16,104,갈치,1218.7,16984000,21500.0
2022-07-17,104,갈치,1218.7,16984000,21500.0
2022-07-18,104,갈치,2186.4,21406000,7761.5
2022-07-19,104,갈치,1191.4,14650000,11158.0
2022-07-20,104,갈치,982.9,11476000,15714.0
2022-07-21,104,갈치,1719.6,24366000,21000.0
2022-07-22,104,갈치,1699.2,22119000,9922.0
2022-07-23,104,갈치,1159.5,17078000,11875.0
2022-07-24,104,갈치,1159.5,17078000,11875.0
2022-07-25,104,갈치,2177.2,37355000,26000.0
2022-07-26,104,갈치,1636.3,23617000,17777.0
2022-07-27,104,갈치,1621.0,20696000,22250.0
2022-07-28,104,갈치,2313.2,19918000,2333.0
2022-07-29,104,갈치,1926.6,19416000,6388.5
2022-07-30,104,갈치,1926.6,19416000,6388.5
2022-07-31,104,갈치,1926.6,19416000,6388.5
2022-08-01,104,갈치,1668.3,21665000,14000.0
2022-08-02,104,갈치,828.5,7483000,13428.0
2022-08-03,104,갈치,1072.9,20117000,15125.0
2022-08-04,104,갈치,3067.6,39845000,9183.5
2022-08-05,104,갈치,3870.1,41677000,26625.0
2022-08-06,104,갈치,4126.8,44312000,11250.0
2022-08-07,104,갈치,4126.8,44312000,11250.0
2022-08-08,104,갈치,3759.4,29312000,6062.5
2022-08-09,104,갈치,2314.4,21037000,7880.5
2022-08-10,104,갈치,1192.1,11782000,5950.0
2022-08-11,104,갈치,1682.1,20682000,6712.5
2022-08-12,104,갈치,1945.6,32083000,16221.0
2022-08-13,104,갈치,2259.2,32082000,2066.0
2022-08-14,104,갈치,2259.2,32082000,2066.0
2022-08-15,104,갈치,2770.5,36589000,8000.0
2022-08-16,104,갈치,2599.6,35245000,4666.0
2022-08-17,104,갈치,614.0,8285000,10325.0
2022-08-18,104,갈치,1594.5,26344000,8775.0
2022-08-19,104,갈치,2109.4,35765000,18888.0
2022-08-20,104,갈치,1629.6,29252000,4166.5
2022-08-21,104,갈치,1629.6,29252000,4166.5
2022-08-22,104,갈치,2205.0,36273000,15500.0
2022-08-23,104,갈치,2586.0,35493000,15777.0
2022-08-24,104,갈치,2170.0,34956000,17200.0
2022-08-25,104,갈치,2790.1,38590000,14430.0
2022-08-26,104,갈치,2443.2,35885000,7250.0
2022-08-27,104,갈치,3975.0,48973000,13250.0
2022-08-28,104,갈치,3975.0,48973000,13250.0
2022-08-29,104,갈치,3051.4,45053000,13076.0
2022-08-30,104,갈치,1579.3,26476000,19986.0
2022-08-31,104,갈치,2349.9,42271000,17388.0
2022-09-01,104,갈치,2843.9,34879000,10375.0
2022-09-02,104,갈치,2957.6,52399000,10827.0
2022-09-03,104,갈치,1819.6,38950000,20750.0
2022-09-04,104,갈치,1819.6,38950000,20750.0
2022-09-05,104,갈치,1323.0,32772000,24888.0
2022-09-06,104,갈치,1323.0,32772000,24888.0
2022-09-07,104,갈치,1323.0,32772000,24888.0
2022-09-08,104,갈치,430.8,14252000,35347.0
2022-09-09,104,갈치,1571.2,32637000,3000.0
2022-09-10,104,갈치,1571.2,32637000,3000.0
2022-09-11,104,갈치,1571.2,32637000,3000.0
2022-09-12,104,갈치,1571.2,32637000,3000.0
2022-09-13,104,갈치,642.0,8957000,15348.0
2022-09-14,104,갈치,1775.3,29519000,1250.0
2022-09-15,104,갈치,1611.0,16805000,9500.0
2022-09-16,104,갈치,1143.2,14117000,8000.0
2022-09-17,104,갈치,1126.9,21537000,17666.5
2022-09-18,104,갈치,1126.9,21537000,17666.5
2022-09-19,104,갈치,5082.0,49900000,12755.0
2022-09-20,104,갈치,2176.0,38207500,11472.0
2022-09-21,104,갈치,752.5,3979000,7753.5
2022-09-22,104,갈치,764.7,11324000,10500.0
2022-09-23,104,갈치,1591.6,30706000,19625.0
2022-09-24,104,갈치,3712.8,55448000,7722.0
2022-09-25,104,갈치,3712.8,55448000,7722.0
2022-09-26,104,갈치,2654.4,38842000,7500.0
2022-09-27,104,갈치,4186.2,45324000,2750.0
2022-09-28,104,갈치,1397.1,21778500,5000.0
2022-09-29,104,갈치,1755.6,24514000,8027.5
2022-09-30,104,갈치,1068.5,16643000,19111.0
2022-10-01,104,갈치,1719.7,26383000,3300.0
2022-10-02,104,갈치,1719.7,26383000,3300.0
2022-10-03,104,갈치,2071.5,34614000,1360.0
2022-10-04,104,갈치,1993.1,39259000,20000.0
2022-10-05,104,갈치,1354.8,24277000,10800.0
2022-10-06,104,갈치,1028.9,11942000,9038.5
2022-10-07,104,갈치,2544.3,19099000,10950.0
2022-10-08,104,갈치,1214.5,21840000,13000.0
2022-10-09,104,갈치,1214.5,21840000,13000.0
2022-10-10,104,갈치,1852.6,24992000,1200.0
2022-10-11,104,갈치,905.9,26357000,32000.0
2022-10-12,104,갈치,343.4,6789000,14428.5
2022-10-13,104,갈치,1763.0,34164000,27777.0
2022-10-14,104,갈치,3431.2,25967000,15777.5
2022-10-15,104,갈치,649.8,14567000,15905.5
2022-10-16,104,갈치,649.8,14567000,15905.5
2022-10-17,104,갈치,1395.8,32500000,27250.0
2022-10-18,104,갈치,1917.2,47979000,12166.5
2022-10-19,104,갈치,988.0,16809000,11666.5
2022-10-20,104,갈치,1378.5,28470000,14000.0
2022-10-21,104,갈치,1060.4,16565000,11600.0
2022-10-22,104,갈치,2322.8,40763000,11500.0
2022-10-23,104,갈치,2322.8,40763000,11500.0
2022-10-24,104,갈치,1724.8,25558000,12622.0
2022-10-25,104,갈치,1917.1,38746000,20000.0
2022-10-26,104,갈치,3556.9,38541000,4500.0
2022-10-27,104,갈치,2463.4,22799000,12125.0
2022-10-28,104,갈치,2828.5,31303000,8333.0
2022-10-29,104,갈치,2335.6,30430500,1500.0
2022-10-30,104,갈치,2335.6,30430500,1500.0
2022-10-31,104,갈치,1721.5,30699000,12850.0
2022-11-01,104,갈치,1293.4,24608000,6000.0
2022-11-02,104,갈치,2062.5,34943000,19555.0
2022-11-03,104,갈치,1960.7,32629000,19555.0
2022-11-04,104,갈치,2324.9,37395000,10266.0
2022-11-05,104,갈치,2180.5,30411000,2733.0
2022-11-06,104,갈치,2180.5,30411000,2733.0
2022-11-07,104,갈치,4631.5,37399000,9400.0
2022-11-08,104,갈치,2219.3,27620000,3266.0
2022-11-09,104,갈치,1839.3,30647000,5000.0
2022-11-10,104,갈치,2306.4,40585000,12266.5
2022-11-11,104,갈치,3342.5,38291000,1400.0
2022-11-12,104,갈치,1228.3,15105200,3600.0
2022-11-13,104,갈치,1228.3,15105200,3600.0
2022-11-14,104,갈치,2429.6,40260000,12250.0
2022-11-15,104,갈치,1479.5,26921000,13250.0
2022-11-16,104,갈치,1631.5,33802000,13075.0
2022-11-17,104,갈치,2576.4,49773000,24200.0
2022-11-18,104,갈치,2358.8,43796000,23000.0
2022-11-19,104,갈치,1704.3,21977000,10400.0
2022-11-20,104,갈치,1704.3,21977000,10400.0
2022-11-21,104,갈치,2860.2,42996000,12400.0
2022-11-22,104,갈치,2649.6,41091000,5000.0
2022-11-23,104,갈치,2030.4,28310000,2714.0
2022-11-24,104,갈치,1018.1,18556000,25700.0
2022-11-25,104,갈치,3854.2,27369000,14666.0
2022-11-26,104,갈치,3014.2,41043000,20000.0
2022-11-27,104,갈치,3014.2,41043000,20000.0
2022-11-28,104,갈치,2793.3,44133000,11850.0
2022-11-29,104,갈치,1612.2,29222000,11500.0
2022-11-30,104,갈치,1331.3,29691000,14000.0
2022-12-01,104,갈치,598.5,13263000,25200.0
2022-12-02,104,갈치,557.0,4931000,15714.0
2022-12-03,104,갈치,758.6,18538000,31000.0
2022-12-04,104,갈치,758.6,18538000,31000.0
2022-12-05,104,갈치,1629.5,40048000,28000.0
2022-12-06,104,갈치,2431.1,44699000,12700.0
2022-12-07,104,갈치,1255.0,27789000,12472.0
2022-12-08,104,갈치,1789.7,37171000,21250.0
2022-12-09,104,갈치,1777.1,32984000,11800.0
2022-12-10,104,갈치,2007.6,35799000,11000.0
2022-12-11,104,갈치,2007.6,35799000,11000.0
2022-12-12,104,갈치,2117.4,40901000,16666.0
2022-12-13,104,갈치,3335.7,46202000,13850.0
2022-12-14,104,갈치,976.9,19857000,20000.0
2022-12-15,104,갈치,764.8,12374000,18888.0
2022-12-16,104,갈치,2223.3,41753000,20000.0
2022-12-17,104,갈치,832.0,12710000,20800.0
2022-12-18,104,갈치,832.0,12710000,20800.0
2022-12-19,104,갈치,542.0,3730000,15083.0
2022-12-20,104,갈치,1645.9,40140000,24444.0
2022-12-21,104,갈치,1626.4,32091000,21111.0
2022-12-22,104,갈치,1748.3,38762000,21333.0
2022-12-23,104,갈치,215.5,5515000,29000.0
2022-12-24,104,갈치,215.5,5515000,29000.0
2022-12-25,104,갈치,215.5,5515000,29000.0
2022-12-26,104,갈치,2746.5,51713000,22050.0
2022-12-27,104,갈치,1172.2,17187000,17638.0
2022-12-28,104,갈치,1588.0,34116000,26000.0
2022-12-29,104,갈치,786.7,14819000,28000.0
2022-12-30,104,갈치,1555.8,37806000,28000.0
2022-12-31,104,갈치,2527.1,55575000,23000.0
2023-01-02,104,갈치,2669.8,45805000,18964.0
2023-01-03,104,갈치,2050.0,36042000,21000.0
2023-01-04,104,갈치,1740.6,29931000,12500.0
2023-01-05,104,갈치,484.8,9357000,22000.0
2023-01-06,104,갈치,1126.0,27126000,25200.0
2023-01-07,104,갈치,1411.5,33009000,23000.0
2023-01-08,104,갈치,1411.5,33009000,23000.0
2023-01-09,104,갈치,2095.6,44296000,23000.0
2023-01-10,104,갈치,1295.0,19620000,14666.5
