sleTy,fshName,creatDate,pc,accmltPc,accmlyYr
산지,광어,2020-07-08,12697.0,13264.0,1359233.0
산지,광어,2020-07-09,12901.0,13247.0,1406593.0
산지,광어,2020-07-10,12711.0,13223.0,1336938.0
산지,광어,2020-07-11,12844.0,13206.0,1303056.0
산지,광어,2020-07-12,12844.0,13206.0,1250492.0
산지,광어,2020-07-13,12842.0,13191.0,1278239.0
산지,광어,2020-07-14,12824.0,13176.0,1288692.0
산지,광어,2020-07-15,12817.0,13163.0,1298191.0
산지,광어,2020-07-16,12595.0,13141.0,1293473.0
산지,광어,2020-07-17,13026.0,13137.0,1414572.0
산지,광어,2020-07-18,13088.0,13136.0,1433026.0
산지,광어,2020-07-19,13088.0,13136.0,1528853.0
산지,광어,2020-07-20,12935.0,13129.0,1555342.0
산지,광어,2020-07-21,12718.0,13116.0,1552920.0
산지,광어,2020-07-22,12857.0,13108.0,1524888.0
산지,광어,2020-07-23,13023.0,13105.0,1519112.0
산지,광어,2020-07-24,13019.0,13103.0,1491816.0
산지,광어,2020-07-25,12883.0,13096.0,1471868.0
산지,광어,2020-07-26,14000.0,13121.0,1443409.0
산지,광어,2020-07-27,13169.0,13123.0,1436022.0
산지,광어,2020-07-28,13136.0,13187.0,1458999.0
산지,광어,2020-07-29,13570.0,13570.0,1905250.0
산지,광어,2020-07-30,13567.0,13569.0,1917133.0
산지,광어,2020-07-31,13367.0,13501.0,1560549.0
산지,광어,2020-08-01,15514.0,13408.0,1196444.0
산지,광어,2020-08-02,13000.0,13381.0,1505975.0
산지,광어,2020-08-03,13388.0,13381.0,1525261.0
산지,광어,2020-08-04,13222.0,13372.0,1535801.0
산지,광어,2020-08-05,13408.0,13374.0,1555137.0
산지,광어,2020-08-06,13500.0,13380.0,1498239.0
산지,광어,2020-08-07,13614.0,13392.0,1901748.0
산지,광어,2020-08-08,13379.0,13392.0,1897417.0
산지,광어,2020-08-09,13242.0,13385.0,2068906.0
산지,광어,2020-08-10,14685.0,13461.0,2048190.0
산지,광어,2020-08-11,13658.0,13468.0,2057400.0
