date,code,name,amount,cost,top_cost,low_cost,middle_cost
2022-06-29,104,갈치,565.1,8138000,51020,1500,15750
2022-06-30,104,갈치,1224.3,15777000,50000,3333,16904
2022-07-01,104,갈치,1269.2,21499000,60000,1222,15075
2022-07-02,104,갈치,1645.7,24702000,60000,1100,25555
2022-07-03,104,갈치,1645.7,24702000,60000,1100,25555
2022-07-04,104,갈치,1136.9,14449000,53125,1875,15142
2022-07-05,104,갈치,2013,19586000,54000,1000,8000
2022-07-06,104,갈치,941.5,13857000,58333,3333,23375
2022-07-07,104,갈치,1485.4,18708000,48000,1875,13714
2022-07-08,104,갈치,1377.7,13525000,42000,1000,6357
2022-07-09,104,갈치,773.3,7270000,40000,1625,9333
2022-07-10,104,갈치,773.3,7270000,40000,1625,9333
2022-07-11,104,갈치,2109.7,17212000,48000,1200,2750
2022-07-12,104,갈치,1250.6,16106000,48000,1625,14285
2022-07-13,104,갈치,2155.8,19019000,49000,800,3600
2022-07-14,104,갈치,1195.2,10048000,50000,600,2850
2022-07-15,104,갈치,1482.3,18020500,52500,2833,8333
2022-07-16,104,갈치,1218.7,16984000,54000,3500,21500
2022-07-17,104,갈치,1218.7,16984000,54000,3500,21500
2022-07-18,104,갈치,2186.4,21406000,56000,500,7761.5
2022-07-19,104,갈치,1191.4,14650000,56000,1066,11158
2022-07-20,104,갈치,982.9,11476000,54000,4166,15714
2022-07-21,104,갈치,1719.6,24366000,52000,1625,21000
2022-07-22,104,갈치,1699.2,22119000,52000,1375,9922
2022-07-23,104,갈치,1159.5,17078000,60000,1250,11875
2022-07-24,104,갈치,1159.5,17078000,60000,1250,11875
2022-07-25,104,갈치,2177.2,37355000,48000,1250,26000
2022-07-26,104,갈치,1636.3,23617000,40000,1500,17777
2022-07-27,104,갈치,1621,20696000,40000,1250,22250
2022-07-28,104,갈치,2313.2,19918000,40000,1000,2333
2022-07-29,104,갈치,1926.6,19416000,46000,1000,6388.5
2022-07-30,104,갈치,1926.6,19416000,46000,1000,6388.5
2022-07-31,104,갈치,1926.6,19416000,46000,1000,6388.5
2022-08-01,104,갈치,1668.3,21665000,50000,3333,14000
2022-08-02,104,갈치,828.5,7483000,20000,4375,13428
2022-08-03,104,갈치,1072.9,20117000,60000,4000,15125
2022-08-04,104,갈치,3067.6,39845000,54000,1000,9183.5
2022-08-05,104,갈치,3870.1,41677000,51020,3000,26625
2022-08-06,104,갈치,4126.8,44312000,50000,2711,11250
2022-08-07,104,갈치,4126.8,44312000,50000,2711,11250
2022-08-08,104,갈치,3759.4,29312000,54000,1000,6062.5
2022-08-09,104,갈치,2314.4,21037000,54000,500,7880.5
2022-08-10,104,갈치,1192.1,11782000,55000,400,5950
2022-08-11,104,갈치,1682.1,20682000,56000,300,6712.5
2022-08-12,104,갈치,1945.6,32083000,57000,5000,16221
2022-08-13,104,갈치,2259.2,32082000,58000,500,2066
2022-08-14,104,갈치,2259.2,32082000,58000,500,2066
2022-08-15,104,갈치,2770.5,36589000,56000,500,8000
2022-08-16,104,갈치,2599.6,35245000,54000,1000,4666
2022-08-17,104,갈치,614,8285000,40000,500,10325
2022-08-18,104,갈치,1594.5,26344000,45833,800,8775
2022-08-19,104,갈치,2109.4,35765000,58000,800,18888
2022-08-20,104,갈치,1629.6,29252000,58000,800,4166.5
2022-08-21,104,갈치,1629.6,29252000,58000,800,4166.5
2022-08-22,104,갈치,2205,36273000,56000,2833,15500
2022-08-23,104,갈치,2586,35493000,60000,1250,15777
2022-08-24,104,갈치,2170,34956000,58000,1375,17200
2022-08-25,104,갈치,2790.1,38590000,55000,500,14430
2022-08-26,104,갈치,2443.2,35885000,56250,1000,7250
2022-08-27,104,갈치,3975,48973000,54166,1250,13250
2022-08-28,104,갈치,3975,48973000,54166,1250,13250
2022-08-29,104,갈치,3051.4,45053000,46000,3500,13076
2022-08-30,104,갈치,1579.3,26476000,52000,4166,19986
2022-08-31,104,갈치,2349.9,42271000,54000,1375,17388
2022-09-01,104,갈치,2843.9,34879000,39400,1700,10375
2022-09-02,104,갈치,2957.6,52399000,52000,1200,10827
2022-09-03,104,갈치,1819.6,38950000,54000,8000,20750
2022-09-04,104,갈치,1819.6,38950000,54000,8000,20750
2022-09-05,104,갈치,1323,32772000,50000,9166,24888
2022-09-06,104,갈치,1323,32772000,50000,9166,24888
2022-09-07,104,갈치,1323,32772000,50000,9166,24888
2022-09-08,104,갈치,430.8,14252000,70000,10638,35347
2022-09-09,104,갈치,1571.2,32637000,65454,2000,3000
2022-09-10,104,갈치,1571.2,32637000,65454,2000,3000
2022-09-11,104,갈치,1571.2,32637000,65454,2000,3000
2022-09-12,104,갈치,1571.2,32637000,65454,2000,3000
2022-09-13,104,갈치,642,8957000,34000,5600,15348
2022-09-14,104,갈치,1775.3,29519000,56250,700,1250
2022-09-15,104,갈치,1611,16805000,45000,1333,9500
2022-09-16,104,갈치,1143.2,14117000,50000,800,8000
2022-09-17,104,갈치,1126.9,21537000,70000,2600,17666.5
2022-09-18,104,갈치,1126.9,21537000,70000,2600,17666.5
2022-09-19,104,갈치,5082,49900000,68000,1066,12755
2022-09-20,104,갈치,2176,38207500,56000,500,11472
2022-09-21,104,갈치,752.5,3979000,17500,500,7753.5
2022-09-22,104,갈치,764.7,11324000,60000,1000,10500
2022-09-23,104,갈치,1591.6,30706000,56000,7000,19625
2022-09-24,104,갈치,3712.8,55448000,50000,500,7722
2022-09-25,104,갈치,3712.8,55448000,50000,500,7722
2022-09-26,104,갈치,2654.4,38842000,46000,1200,7500
2022-09-27,104,갈치,4186.2,45324000,44000,600,2750
2022-09-28,104,갈치,1397.1,21778500,46000,2566,5000
2022-09-29,104,갈치,1755.6,24514000,46000,500,8027.5
2022-09-30,104,갈치,1068.5,16643000,48000,4400,19111
2022-10-01,104,갈치,1719.7,26383000,45000,800,3300
2022-10-02,104,갈치,1719.7,26383000,45000,800,3300
2022-10-03,104,갈치,2071.5,34614000,46000,500,1360
2022-10-04,104,갈치,1993.1,39259000,42000,4200,20000
2022-10-05,104,갈치,1354.8,24277000,44000,500,10800
2022-10-06,104,갈치,1028.9,11942000,27200,300,9038.5
2022-10-07,104,갈치,2544.3,19099000,47916,500,10950
2022-10-08,104,갈치,1214.5,21840000,54000,500,13000
2022-10-09,104,갈치,1214.5,21840000,54000,500,13000
2022-10-10,104,갈치,1852.6,24992000,55000,200,1200
2022-10-11,104,갈치,905.9,26357000,56000,7400,32000
2022-10-12,104,갈치,343.4,6789000,36000,7400,14428.5
2022-10-13,104,갈치,1763,34164000,50000,5000,27777
2022-10-14,104,갈치,3431.2,25967000,54000,1066,15777.5
2022-10-15,104,갈치,649.8,14567000,56000,700,15905.5
2022-10-16,104,갈치,649.8,14567000,56000,700,15905.5
2022-10-17,104,갈치,1395.8,32500000,52000,3285,27250
2022-10-18,104,갈치,1917.2,47979000,47000,1625,12166.5
2022-10-19,104,갈치,988,16809000,43000,1000,11666.5
2022-10-20,104,갈치,1378.5,28470000,44000,500,14000
2022-10-21,104,갈치,1060.4,16565000,39583,700,11600
2022-10-22,104,갈치,2322.8,40763000,37000,600,11500
2022-10-23,104,갈치,2322.8,40763000,37000,600,11500
2022-10-24,104,갈치,1724.8,25558000,40000,800,12622
2022-10-25,104,갈치,1917.1,38746000,36000,500,20000
2022-10-26,104,갈치,3556.9,38541000,38000,1333,4500
2022-10-27,104,갈치,2463.4,22799000,40000,2200,12125
2022-10-28,104,갈치,2828.5,31303000,40000,300,8333
2022-10-29,104,갈치,2335.6,30430500,38000,33,1500
2022-10-30,104,갈치,2335.6,30430500,38000,33,1500
2022-10-31,104,갈치,1721.5,30699000,35000,500,12850
2022-11-01,104,갈치,1293.4,24608000,34000,500,6000
2022-11-02,104,갈치,2062.5,34943000,34000,500,19555
2022-11-03,104,갈치,1960.7,32629000,33000,4285,19555
2022-11-04,104,갈치,2324.9,37395000,62000,1375,10266
2022-11-05,104,갈치,2180.5,30411000,36956,500,2733
2022-11-06,104,갈치,2180.5,30411000,36956,500,2733
2022-11-07,104,갈치,4631.5,37399000,37000,400,9400
2022-11-08,104,갈치,2219.3,27620000,36000,500,3266
2022-11-09,104,갈치,1839.3,30647000,37000,800,5000
2022-11-10,104,갈치,2306.4,40585000,33000,2400,12266.5
2022-11-11,104,갈치,3342.5,38291000,36000,500,1400
2022-11-12,104,갈치,1228.3,15105200,40000,2250,3600
2022-11-13,104,갈치,1228.3,15105200,40000,2250,3600
2022-11-14,104,갈치,2429.6,40260000,36000,800,12250
2022-11-15,104,갈치,1479.5,26921000,36000,1000,13250
2022-11-16,104,갈치,1631.5,33802000,37500,500,13075
2022-11-17,104,갈치,2576.4,49773000,34000,500,24200
2022-11-18,104,갈치,2358.8,43796000,33333,4333,23000
2022-11-19,104,갈치,1704.3,21977000,34000,800,10400
2022-11-20,104,갈치,1704.3,21977000,34000,800,10400
2022-11-21,104,갈치,2860.2,42996000,33000,500,12400
2022-11-22,104,갈치,2649.6,41091000,32000,1000,5000
2022-11-23,104,갈치,2030.4,28310000,36000,500,2714
2022-11-24,104,갈치,1018.1,18556000,34000,3400,25700
2022-11-25,104,갈치,3854.2,27369000,36000,700,14666
2022-11-26,104,갈치,3014.2,41043000,53333,500,20000
2022-11-27,104,갈치,3014.2,41043000,53333,500,20000
2022-11-28,104,갈치,2793.3,44133000,36000,500,11850
2022-11-29,104,갈치,1612.2,29222000,36000,750,11500
2022-11-30,104,갈치,1331.3,29691000,34000,5000,14000
2022-12-01,104,갈치,598.5,13263000,32000,6000,25200
2022-12-02,104,갈치,557,4931000,27000,3133,15714
2022-12-03,104,갈치,758.6,18538000,45000,5833,31000
2022-12-04,104,갈치,758.6,18538000,45000,5833,31000
2022-12-05,104,갈치,1629.5,40048000,37000,7692,28000
2022-12-06,104,갈치,2431.1,44699000,35000,500,12700
2022-12-07,104,갈치,1255,27789000,31000,500,12472
2022-12-08,104,갈치,1789.7,37171000,33000,5000,21250
2022-12-09,104,갈치,1777.1,32984000,40000,600,11800
2022-12-10,104,갈치,2007.6,35799000,36000,2000,11000
2022-12-11,104,갈치,2007.6,35799000,36000,2000,11000
2022-12-12,104,갈치,2117.4,40901000,32000,2125,16666
2022-12-13,104,갈치,3335.7,46202000,31333,800,13850
2022-12-14,104,갈치,976.9,19857000,33333,5000,20000
2022-12-15,104,갈치,764.8,12374000,32000,4400,18888
2022-12-16,104,갈치,2223.3,41753000,34000,4400,20000
2022-12-17,104,갈치,832,12710000,32000,4166,20800
2022-12-18,104,갈치,832,12710000,32000,4166,20800
2022-12-19,104,갈치,542,3730000,36000,500,15083
2022-12-20,104,갈치,1645.9,40140000,40000,4600,24444
2022-12-21,104,갈치,1626.4,32091000,38000,3666,21111
2022-12-22,104,갈치,1748.3,38762000,36000,4400,21333
2022-12-23,104,갈치,215.5,5515000,40000,4500,29000
2022-12-24,104,갈치,215.5,5515000,40000,4500,29000
2022-12-25,104,갈치,215.5,5515000,40000,4500,29000
2022-12-26,104,갈치,2746.5,51713000,35000,1875,22050
2022-12-27,104,갈치,1172.2,17187000,32000,3800,17638
2022-12-28,104,갈치,1588,34116000,37000,4000,26000
2022-12-29,104,갈치,786.7,14819000,37000,5000,28000
2022-12-30,104,갈치,1555.8,37806000,38000,2800,28000
2022-12-31,104,갈치,2527.1,55575000,32000,1625,23000
2023-01-01,104,갈치,2527.1,55575000,32000,1625,23000
2023-01-02,104,갈치,2669.8,45805000,38000,1416,18964
2023-01-03,104,갈치,2050,36042000,32000,1625,21000
2023-01-04,104,갈치,1740.6,29931000,28600,1500,12500
2023-01-05,104,갈치,484.8,9357000,36000,4000,22000
2023-01-06,104,갈치,1126,27126000,36000,5000,25200
2023-01-07,104,갈치,1411.5,33009000,35000,5600,23000
2023-01-08,104,갈치,1411.5,33009000,35000,5600,23000
2023-01-09,104,갈치,2095.6,44296000,35000,1500,23000
2023-01-10,104,갈치,1295,19620000,38000,3000,14666.5
2023-01-11,104,갈치,1714.9,40013000,42000,3600,27000
2023-01-12,104,갈치,1839.3,48409000,40000,4400,28000
2023-01-13,104,갈치,1802.6,45323000,53333,4000,28400
2023-01-14,104,갈치,1348.4,31486000,34000,3600,27600
2023-01-15,104,갈치,1348.4,31486000,34000,3600,27600
2023-01-16,104,갈치,3237.8,74710000,58000,1300,23500
2023-01-17,104,갈치,1403.4,28688000,37000,1200,24444
2023-01-18,104,갈치,1510,38120000,34000,3600,29000
2023-01-19,104,갈치,1215.6,32103000,38000,3800,32000
2023-01-20,104,갈치,1768.8,50050000,37000,1625,31400
2023-01-21,104,갈치,3045.5,62654000,28000,3200,15600
2023-01-22,104,갈치,3045.5,62654000,28000,3200,15600
2023-01-23,104,갈치,3045.5,62654000,28000,3200,15600
2023-01-24,104,갈치,3045.5,62654000,28000,3200,15600
2023-01-25,104,갈치,404,10466000,35000,17142,27000
2023-01-26,104,갈치,674,13431000,28000,4400,22485
2023-01-27,104,갈치,716.4,16237000,28000,4857,24444
2023-01-28,104,갈치,71,1810000,29000,20000,25555
2023-01-29,104,갈치,71,1810000,29000,20000,25555
2023-01-30,104,갈치,1043,26950000,35000,4000,22500
2023-01-31,104,갈치,1461.7,37655000,35555,5000,29400
2023-02-01,104,갈치,1430,33208000,33000,5600,27200
2023-02-02,104,갈치,1884.7,46537000,33333,6400,26000
2023-02-03,104,갈치,1637.9,30841000,30000,5714,17250
2023-02-04,104,갈치,1371.4,28874000,30000,5714,24600
2023-02-05,104,갈치,1371.4,28874000,30000,5714,24600
2023-02-06,104,갈치,1359.1,30202000,33000,5714,25000
2023-02-07,104,갈치,1720,39532000,32000,3333,24000
2023-02-08,104,갈치,2095.9,43038000,29000,7000,21800
2023-02-09,104,갈치,1035.1,21654000,30000,13714,22200
2023-02-10,104,갈치,1261.7,26344000,31000,5142,21516
2023-02-11,104,갈치,387.5,8889000,32000,12500,25400
2023-02-12,104,갈치,387.5,8889000,32000,12500,25400
2023-02-13,104,갈치,2051.4,52316000,30666,10909,27000
2023-02-14,104,갈치,1160.1,28256000,30000,6000,25000
2023-02-15,104,갈치,1829,43523000,30222,7000,26600
2023-02-16,104,갈치,472.3,11860000,33000,5000,27000
2023-02-17,104,갈치,1265.1,32844000,33000,6000,28200
2023-02-18,104,갈치,864.9,23437000,31000,3000,30000
2023-02-19,104,갈치,864.9,23437000,31000,3000,30000
2023-02-20,104,갈치,1298.1,24941000,34000,1000,15800
2023-02-21,104,갈치,1925.3,50264000,30204,8600,27400
2023-02-22,104,갈치,1083.1,28540000,31000,9000,28000
2023-02-23,104,갈치,1185,30359000,30208,9000,27300
2023-02-24,104,갈치,1114.5,23021000,34000,3000,17394
2023-02-25,104,갈치,1346.3,32709000,35000,2433,17666.5
2023-02-26,104,갈치,1346.3,32709000,35000,2433,17666.5
2023-02-27,104,갈치,2395.3,65071000,31000,5600,17400
2023-02-28,104,갈치,1190.2,30118000,31000,6000,28000
2023-03-01,104,갈치,1140.4,30690000,32000,6000,28600
2023-03-02,104,갈치,1490.2,40685000,38333,6400,30000
2023-03-03,104,갈치,943,21527000,32291,6000,26000
2023-03-04,104,갈치,940.6,23154000,31000,6000,27875
2023-03-05,104,갈치,940.6,23154000,31000,6000,27875
2023-03-06,104,갈치,785,14460000,34000,2500,28888
2023-03-07,104,갈치,862.7,16529000,33000,2500,26333
2023-03-08,104,갈치,1205.8,26819000,34000,3700,28000
2023-03-09,104,갈치,1429.5,33232000,30612,1625,28000
2023-03-10,104,갈치,840.4,12977000,33000,2400,13200
2023-03-11,104,갈치,1720.7,28780500,34000,2075,15200
2023-03-12,104,갈치,1720.7,28780500,34000,2075,15200
2023-03-13,104,갈치,1625.9,36852000,33000,2500,26500
2023-03-14,104,갈치,1762.3,41838000,31000,4666,26000
2023-03-15,104,갈치,1722,39408000,29000,5111,26000
2023-03-16,104,갈치,631,15490000,32000,5500,27900
2023-03-17,104,갈치,942.8,26583000,32000,7000,29200
2023-03-18,104,갈치,1400,35631000,32000,7600,28000
2023-03-19,104,갈치,1400,35631000,32000,7600,28000
2023-03-20,104,갈치,913.4,23003000,36000,4000,32000
2023-03-21,104,갈치,923.9,29786000,37000,5000,34000
2023-03-22,104,갈치,1418.7,32889000,37000,5000,21500
2023-03-23,104,갈치,571.9,16699000,35000,7000,32200
2023-03-24,104,갈치,1032.2,18876000,35000,2800,18150
2023-03-25,104,갈치,1143.3,30162000,34000,2800,17400
2023-03-26,104,갈치,1143.3,30162000,34000,2800,17400
2023-03-27,104,갈치,2457.5,44751000,34000,2200,16100
2023-03-28,104,갈치,1689.4,49009000,35416,5000,31000
2023-03-29,104,갈치,1755.1,49797000,33000,5000,29600
2023-03-30,104,갈치,2360.7,47895000,32000,3200,15883
2023-03-31,104,갈치,1859.7,45985000,32000,4400,26833
2023-04-01,104,갈치,1241.8,31172000,33000,4000,28000
2023-04-02,104,갈치,1241.8,31172000,33000,4000,28000
2023-04-03,104,갈치,751.5,18222000,35000,1875,21500
2023-04-04,104,갈치,1654.3,39782000,34000,1250,26000
2023-04-05,104,갈치,886.1,25613000,35000,6000,31400
2023-04-06,104,갈치,859.5,25326000,35000,6000,31000
2023-04-07,104,갈치,538,16560000,34000,12500,32000
2023-04-08,104,갈치,285,9945000,40000,18333,36000
2023-04-09,104,갈치,285,9945000,40000,18333,36000
2023-04-10,104,갈치,716,22707000,48000,7600,42000
2023-04-11,104,갈치,1705.1,46924000,40000,2375,18687.5
2023-04-12,104,갈치,1201.2,38065000,42000,5400,35000
2023-04-13,104,갈치,1325.3,35508000,42000,3133,19066.5
2023-04-14,104,갈치,1645.5,46214000,38000,2333,17833
2023-04-15,104,갈치,1400.9,40123000,38400,7000,30200
2023-04-16,104,갈치,1400.9,40123000,38400,7000,30200
2023-04-17,104,갈치,1575.8,42086000,36000,5800,26291.5
2023-04-18,104,갈치,608.5,14867000,43125,6200,31736
2023-04-19,104,갈치,832.8,23777000,41200,7000,34000
2023-04-20,104,갈치,555.9,14779000,42000,7000,29200
2023-04-21,104,갈치,1208.7,24815000,47272,3833,34000
2023-04-22,104,갈치,1775.6,39985000,39000,3466,17582.5
2023-04-23,104,갈치,1775.6,39985000,39000,3466,17582.5
2023-04-24,104,갈치,1303.1,27687000,38775,2500,28888
2023-04-25,104,갈치,903.5,22985000,37500,1000,30200
2023-04-26,104,갈치,735.1,23179000,38541,8200,34222
2023-04-27,104,갈치,483.7,12306000,40384,7400,31111
2023-04-28,104,갈치,1387.9,34409000,40000,2800,34687
2023-04-29,104,갈치,1132.9,26968000,42000,2500,33000
2023-04-30,104,갈치,1132.9,26968000,42000,2500,33000
2023-05-01,104,갈치,1023.1,23480000,48000,2200,39000
2023-05-02,104,갈치,555,1691000,5000,1300,4800
2023-05-03,104,갈치,1458.6,44924000,40625,2750,33500
2023-05-04,104,갈치,1204.8,28690000,46938,2625,33625
2023-05-05,104,갈치,850.7,20804000,47000,1000,16000
2023-05-06,104,갈치,1439.7,40931000,41000,4000,23725
2023-05-07,104,갈치,1439.7,40931000,41000,4000,23725
2023-05-08,104,갈치,527,6235000,65000,4000,20000
2023-05-09,104,갈치,1751.9,50070000,60000,2600,34500
2023-05-10,104,갈치,949.6,26104000,58000,2857,35750
2023-05-11,104,갈치,1191.9,33925000,50000,2400,33090
2023-05-12,104,갈치,1514.4,41109000,70000,1000,32000
2023-05-13,104,갈치,2443.6,58903000,50000,2000,28600
2023-05-14,104,갈치,2443.6,58903000,50000,2000,28600
2023-05-15,104,갈치,2024.9,41467500,33375,1500,26000
2023-05-16,104,갈치,1782.4,28403000,33000,1100,14000
2023-05-17,104,갈치,2111.7,47783000,58000,2250,30000
2023-05-18,104,갈치,1019.7,20529000,35200,5200,18416.5
2023-05-19,104,갈치,2560.2,42465000,60000,750,27000
2023-05-20,104,갈치,1505.3,31391500,51000,6000,22222
2023-05-21,104,갈치,1505.3,31391500,51000,6000,22222
2023-05-22,104,갈치,1221.7,20128000,43000,500,18750
2023-05-23,104,갈치,2417.5,43167000,42000,500,23875
2023-05-24,104,갈치,1965.4,32685000,52000,700,25000
2023-05-25,104,갈치,1309.3,25424500,43000,500,24000
2023-05-26,104,갈치,1318.5,26439000,35000,600,23492
2023-05-27,104,갈치,1930.3,37031000,42000,600,23600
2023-05-28,104,갈치,1930.3,37031000,42000,600,23600
2023-05-29,104,갈치,1595.2,23565000,32000,2000,24722
2023-05-30,104,갈치,1695.9,27761200,33400,400,11706.5
2023-05-31,104,갈치,667.3,12027000,48000,1875,28000
2023-06-01,104,갈치,1302.4,27718000,40000,3600,30925
2023-06-02,104,갈치,827.6,13198500,50000,300,25000
2023-06-03,104,갈치,1260.7,31243000,46875,3250,31555
2023-06-04,104,갈치,1260.7,31243000,46875,3250,31555
2023-06-05,104,갈치,1429.4,37408000,55000,4600,37000
2023-06-06,104,갈치,2350.8,50013000,58000,2500,26500
2023-06-07,104,갈치,1205.7,22342000,50000,5000,25500
2023-06-08,104,갈치,1691.2,37862200,55000,5000,27500
2023-06-09,104,갈치,1036.5,23419800,47916,5600,22000
2023-06-10,104,갈치,1995.9,36456000,50000,3166,21000
2023-06-11,104,갈치,1995.9,36456000,50000,3166,21000
2023-06-12,104,갈치,2245.5,38366000,55000,2125,28888
2023-06-13,104,갈치,1359.6,30303000,55000,3600,28000
2023-06-14,104,갈치,1564,28290000,60000,3000,26875
2023-06-15,104,갈치,1674.1,27970000,55000,1250,15000
2023-06-16,104,갈치,1180.3,25417000,55000,3600,28222
2023-06-17,104,갈치,1243.7,23872000,52000,2500,29000
2023-06-18,104,갈치,1243.7,23872000,52000,2500,29000
2023-06-19,104,갈치,2173.2,39680000,40000,1857,24635.5
2023-06-20,104,갈치,1563.5,31302000,58000,3000,28250
2023-06-21,104,갈치,1431.6,27648000,45000,1250,25500
2023-06-22,104,갈치,1206.3,14699000,58000,3000,24157
2023-06-23,104,갈치,1741.3,22448000,53000,1250,22688
2023-06-24,104,갈치,1318.6,30060000,47000,2500,28500
2023-06-25,104,갈치,1318.6,30060000,47000,2500,28500
2023-06-26,104,갈치,1980.4,25283000,50000,1300,28125
2023-06-27,104,갈치,1291.6,28160000,46000,4400,30750
2023-06-28,104,갈치,1068.6,20081000,49000,2600,29700
2023-06-29,104,갈치,1282.8,18680000,50000,2600,33333
2023-06-30,104,갈치,1884,28683000,50000,2833,28138.5
2023-07-01,104,갈치,1087.9,17202000,53125,4166,32222
2023-07-02,104,갈치,1087.9,17202000,53125,4166,32222
2023-07-03,104,갈치,1736.6,21656000,56250,1000,16090
2023-07-04,104,갈치,1502.1,31392000,49000,4000,27527.5
2023-07-05,104,갈치,1665.4,24834000,53333,2142,25000
2023-07-06,104,갈치,786.8,19219000,55000,3666,44598.5
2023-07-07,104,갈치,1249.8,26448000,50000,4600,22500
2023-07-08,104,갈치,1542.4,35391000,48000,3000,33300
2023-07-09,104,갈치,1542.4,35391000,48000,3000,33300
2023-07-10,104,갈치,1821.2,25513000,50000,2000,26375
2023-07-11,104,갈치,1753.4,25966000,45000,1375,27875
2023-07-12,104,갈치,1387.9,23789000,45833,3200,26625
2023-07-13,104,갈치,2122.7,16958000,50000,2600,10000
2023-07-14,104,갈치,1832.1,21642000,50000,2200,26750
2023-07-15,104,갈치,938.1,14826000,54166,2000,35000
2023-07-16,104,갈치,938.1,14826000,54166,2000,35000
2023-07-17,104,갈치,949.8,15320000,57000,3400,20000
2023-07-18,104,갈치,1413.3,31646000,50000,3200,36500
2023-07-19,104,갈치,1413.3,31646000,50000,3200,36500
2023-07-20,104,갈치,1178.3,24443000,46000,500,24772
2023-07-21,104,갈치,1621.3,20033000,51000,1250,25714
2023-07-22,104,갈치,2109.1,26048000,47916,1600,23333
2023-07-23,104,갈치,2109.1,26048000,47916,1600,23333
2023-07-24,104,갈치,1822.9,23688000,47000,500,23500
2023-07-25,104,갈치,1991.6,24161000,45000,300,15125
2023-07-26,104,갈치,1837.3,31923000,46000,300,4500
2023-07-27,104,갈치,1686.6,23994000,43000,3400,17655.5
2023-07-28,104,갈치,1176.9,16668000,58000,2333,13095
2023-07-29,104,갈치,1176.9,16668000,58000,2333,13095
2023-07-30,104,갈치,1176.9,16668000,58000,2333,13095
2023-07-31,104,갈치,2752.7,32907000,47000,1875,26000
2023-08-01,104,갈치,3136.8,27274500,46000,500,8750
2023-08-02,104,갈치,1568.1,19471000,47000,400,26666
2023-08-03,104,갈치,2829.1,12397000,51000,500,2750
2023-08-04,104,갈치,1091.7,13013000,57291,1166,23375
2023-08-05,104,갈치,918.2,18469000,62500,1333,34000
2023-08-06,104,갈치,918.2,18469000,62500,1333,34000
2023-08-07,104,갈치,1724.8,19928000,98000,400,14400
2023-08-08,104,갈치,944.4,16935000,64583,700,15625
2023-08-09,104,갈치,498.9,14863000,68000,5000,45000
2023-08-10,104,갈치,301.5,3569000,25555,2500,18000
2023-08-11,104,갈치,301.5,3569000,25555,2500,18000
2023-08-12,104,갈치,505.7,4762000,49038,2200,10242.5
2023-08-13,104,갈치,505.7,4762000,49038,2200,10242.5
2023-08-14,104,갈치,1527.9,26620000,60000,3333,27500
2023-08-15,104,갈치,2271.1,33859000,50000,1250,32333
2023-08-16,104,갈치,3284.5,27652000,39000,600,7999.5
2023-08-17,104,갈치,2079.3,28158000,37500,2500,4000
2023-08-18,104,갈치,1144.9,18274000,40000,1250,15625
2023-08-19,104,갈치,2454.9,34517000,33000,600,13650
2023-08-20,104,갈치,2454.9,34517000,33000,600,13650
2023-08-21,104,갈치,1186.4,11412000,38000,800,9825
2023-08-22,104,갈치,2554,27663000,40000,1250,2250
2023-08-23,104,갈치,2118.1,33459000,41666,300,12325
2023-08-24,104,갈치,2153.5,27397000,45000,2150,3100
2023-08-25,104,갈치,1159.1,20499000,56000,4400,18000
2023-08-26,104,갈치,1489.5,33518500,55208,300,2250
2023-08-27,104,갈치,1489.5,33518500,55208,300,2250
2023-08-28,104,갈치,2788.1,54056000,46250,4600,19875
2023-08-29,104,갈치,2149.3,38280000,50000,2000,10900
2023-08-30,104,갈치,1412.1,25669000,58333,4400,14250
2023-08-31,104,갈치,2085.7,36162000,54166,1750,10083
2023-09-01,104,갈치,2799.7,33405000,62500,500,3500
2023-09-02,104,갈치,1791,28832000,62500,300,15750
2023-09-03,104,갈치,1791,28832000,62500,300,15750
2023-09-04,104,갈치,2260.2,32679000,66666,500,15000
2023-09-05,104,갈치,3029.7,42717000,60000,300,17583
2023-09-06,104,갈치,2062.1,26982000,60416,400,12000
2023-09-07,104,갈치,1532,29128000,58000,3500,25555
2023-09-08,104,갈치,1303.6,27448000,63000,500,6250
2023-09-09,104,갈치,2070.7,35506000,65625,4166,12150
2023-09-10,104,갈치,2070.7,35506000,65625,4166,12150
2023-09-11,104,갈치,3287.2,56441000,57777,500,16000
2023-09-12,104,갈치,2764.3,42031000,54000,600,11666.5
2023-09-13,104,갈치,3817.9,51248000,50000,500,3500
2023-09-14,104,갈치,3881.9,41996000,52083,333,11250
2023-09-15,104,갈치,2649.2,32366500,58000,600,12500
2023-09-16,104,갈치,3147.8,36985000,68750,500,12000
2023-09-17,104,갈치,3147.8,36985000,68750,500,12000
2023-09-18,104,갈치,3591,44659500,64000,500,14000
2023-09-19,104,갈치,3658.1,34727800,60000,400,7750
2023-09-20,104,갈치,2692.5,35159000,60000,700,2000
2023-09-21,104,갈치,2316,31426000,62000,500,4800
2023-09-22,104,갈치,1704.5,15863300,44000,300,10000
2023-09-23,104,갈치,2933.1,42263100,70000,500,11357
2023-09-24,104,갈치,2933.1,42263100,70000,500,11357
2023-09-25,104,갈치,3998.3,62692000,62500,600,17214
2023-09-26,104,갈치,2945.4,47139000,87500,600,10000
2023-09-27,104,갈치,4142.6,51453000,83333,400,9750
2023-09-28,104,갈치,2858.2,38645000,62500,600,4850
2023-09-29,104,갈치,2858.2,38645000,62500,600,4850
