date,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균수온,loc
2020-12-03,1.566666667,3.633333333,12.66666667,6.033333333,7.7,8.533333333,1024.8,52.33333333,18.13333333,동해
2020-12-03,1.5,3.733333333,15.66666667,5.733333333,6.766666667,9.3,1030.8,65,13.9,서해
2020-12-03,1.275,3.175,13.25,4.925,6.35,9.05,1027.725,59,16.575,남해
2020-12-04,1.333333333,3.133333333,4.666666667,6.766666667,8,4.533333333,1025.833333,54.33333333,18.06666667,동해
2020-12-04,1.066666667,2.7,1.666666667,5.733333333,6.7,6.233333333,1031,58,13.73333333,서해
2020-12-04,1.35,3.075,9,5.45,7.1,8.575,1028.5,55.5,16.65,남해
2020-12-05,1.3,2.9,11.66666667,6.266666667,7.7,6.133333333,1026.7,52,17.66666667,동해
2020-12-05,0.866666667,2.066666667,6.333333333,5.633333333,6.766666667,4.966666667,1030.5,56.33333333,13.63333333,서해
2020-12-05,0.8,2,4.5,5.175,7.25,5.75,1029.175,54.5,16.85,남해
2020-12-06,0.833333333,1.833333333,10.66666667,5.3,6.633333333,5.233333333,1025.533333,55.66666667,17.83333333,동해
2020-12-06,0.5,1.2,2.666666667,6.3,7.566666667,2.866666667,1028.7,53.66666667,13.53333333,서해
2020-12-06,0.675,1.575,8.75,4.85,7.275,5.65,1027.6,57.75,16.65,남해
2020-12-07,1.1,2.6,15.33333333,5.566666667,6.866666667,6.366666667,1023.933333,53,18.06666667,동해
2020-12-07,0.8,2.2,22,5.6,7.433333333,6.766666667,1028.866667,61.33333333,13.53333333,서해
2020-12-07,0.725,1.9,12.75,4.575,8.9,6.425,1027.025,60.75,16.45,남해
2020-12-08,1.566666667,3.866666667,6,6.8,8,6.966666667,1025.2,57,18.2,동해
2020-12-08,1.033333333,2.566666667,3.666666667,5.766666667,6.4,5.6,1029.466667,58,13.46666667,서해
2020-12-08,0.975,2.075,8,4.8,5.75,6.7,1027.3,59,16.2,남해
2020-12-09,0.866666667,2,3.333333333,6.4,7.1,2.366666667,1024.066667,40.33333333,18.16666667,동해
2020-12-09,0.433333333,1.1,8.666666667,5.466666667,6.733333333,2.466666667,1026.266667,61.33333333,13.33333333,서해
2020-12-09,0.65,1.575,6,5.4,7.8,4.075,1024.875,59.75,16.725,남해
2020-12-10,0.766666667,1.733333333,17.66666667,5.466666667,6.4,4.7,1019.966667,52,18.1,동해
2020-12-10,0.433333333,1.033333333,11.66666667,6.3,7.466666667,2.633333333,1022.766667,75,13.23333333,서해
2020-12-10,0.425,1.125,7,5.625,8.475,4.275,1021.825,54.5,16.425,남해
2020-12-11,0.9,1.9,13,5.733333333,7.1,5,1017.366667,53.66666667,17.9,동해
2020-12-11,0.739301144,1.066666667,11.33333333,5.8,6.933333333,4.466666667,1020.2,66,13.26666667,서해
2020-12-11,0.629475858,1.05,12,5.425,8.625,3.95,1019.1,68.5,16.425,남해
2020-12-12,1.5,4.2,20.33333333,5.9,7.4,8.666666667,1014.8,52,18.06666667,동해
2020-12-12,0.7,1.6,9,5.066666667,5.766666667,4.733333333,1019.933333,53.33333333,13.26666667,서해
2020-12-12,0.875,2.15,12.75,4.625,6.9,7.05,1017.975,55.5,16.725,남해
2020-12-13,2.1,5.033333333,16.33333333,6.766666667,8,9.866666667,1014.6,60,18.1,동해
2020-12-13,1.833333333,6.166666667,19.66666667,6.033333333,8.566666667,10.6,1020.466667,65.66666667,13.16666667,서해
2020-12-13,1.025,4,22,5.225,8.55,7.375,1018.7,53.5,16.275,남해
2020-12-14,3.133333333,7,8.666666667,8.233333333,9.633333333,11.76666667,1020.933333,67.66666667,17.4,동해
2020-12-14,2.6,6.166666667,4,7.6,8.566666667,10.73333333,1029.733333,76,12.76666667,서해
2020-12-14,2.2,4.55,7.5,6.4,7.025,10.875,1026.175,61.5,16.025,남해
2020-12-15,2.8,5.733333333,8.333333333,8.233333333,9.1,11.4,1024.4,67.66666667,17.1,동해
2020-12-15,1.8,3.933333333,1.666666667,6.5,7.4,9.333333333,1031.466667,69,12.6,서해
2020-12-15,1.475,3,5.25,5.725,7.35,8.45,1029.075,61.5,16.025,남해
2020-12-16,2.433333333,4.633333333,3,7.766666667,8.733333333,10.76666667,1024.666667,60.66666667,16.66666667,동해
2020-12-16,1.733333333,3.666666667,9,6.333333333,7.233333333,9.4,1032.1,66.33333333,12.4,서해
2020-12-16,1.625,3.675,15.75,5.675,8.525,9.6,1029.4,61.75,15.95,남해
2020-12-17,2.1,4.7,5.333333333,8.066666667,9.1,7.433333333,1025.633333,53.33333333,16.3,동해
2020-12-17,0.9,2.2,3,5.666666667,6.4,5.066666667,1030.8,60.33333333,12.3,서해
2020-12-17,1.075,2.525,5.25,5.35,6.85,6.8,1029.55,57.75,15.7,남해
2020-12-18,1.866666667,4.133333333,15.66666667,7.3,8.366666667,8.533333333,1023.6,55,16.66666667,동해
2020-12-18,1.166666667,3.333333333,23.33333333,5.7,6.633333333,8.5,1029.9,59,12.26666667,서해
2020-12-18,0.9,2.7,23.5,5,7.85,7.35,1028.05,57.25,15.675,남해
2020-12-19,2.266666667,4.466666667,16.66666667,7.266666667,9.1,9.633333333,1026.5,53,16.36666667,동해
2020-12-19,1.533333333,3.566666667,3,6.433333333,7.166666667,7.533333333,1034.133333,57.33333333,11.83333333,서해
2020-12-19,1.675,3.525,8,5.625,7.2,10.075,1030.725,52.75,15.475,남해
2020-12-20,1.8,4.233333333,7,7.366666667,8.366666667,7.733333333,1027.766667,56,15.96666667,동해
2020-12-20,0.866666667,2.166666667,3.333333333,5.833333333,6.433333333,5.4,1032.966667,56,11.8,서해
2020-12-20,1.075,2.525,4.25,5.15,6.45,7.45,1031.375,55.75,15.45,남해
2020-12-21,1.3,2.933333333,4.333333333,6.533333333,8.066666667,5.733333333,1025.8,49.66666667,15.76666667,동해
2020-12-21,0.633333333,1.533333333,3.666666667,5.266666667,5.8,4.5,1029.566667,60,11.8,서해
2020-12-21,0.8,1.875,10,4.525,6.375,5.825,1029.225,54.25,15.175,남해
2020-12-22,1.133333333,2.566666667,18.66666667,6.433333333,9.266666667,5.766666667,1023.566667,52,15.93333333,동해
2020-12-22,0.533333333,1.3,10,5.4,6.366666667,4.766666667,1026.566667,53.66666667,11.86666667,서해
2020-12-22,0.55,1.325,3.5,4.725,8.05,4.2,1026.875,54.5,15.4,남해
2020-12-23,1.1,2.733333333,15,5.733333333,7.1,6.2,1020.633333,53,15.6,동해
2020-12-23,0.6,1.4,16,5.633333333,6.733333333,5.133333333,1022.266667,64,11.7,서해
2020-12-23,0.554475858,0.875,5.75,7.125,9.075,2.95,1023.05,59.75,14.72777296,남해
2020-12-24,1.466666667,3.633333333,13.66666667,5.466666667,6.966666667,7.366666667,1013.566667,51.66666667,15.8,동해
2020-12-24,1.433333333,3.366666667,16.33333333,5.933333333,7.166666667,9.1,1020.766667,54.33333333,11.53333333,서해
2020-12-24,1.1,2.925,21.75,5,8.775,9,1018.3,60.25,15.025,남해
2020-12-25,2.2,4.6,8.666666667,7.2,8,10.06666667,1019.233333,50.66666667,15.63333333,동해
2020-12-25,1.4,3.433333333,4.333333333,6.466666667,7.1,6.033333333,1025.033333,50,11.4,서해
2020-12-25,1.475,3.55,8,5.725,7.35,8.225,1023.825,56,15.275,남해
2020-12-26,1.4,3.533333333,1.333333333,6.8,7.4,5.9,1023.333333,50.33333333,15.63333333,동해
2020-12-26,0.7,1.6,8.666666667,6.066666667,7.233333333,4.633333333,1024.333333,59.33333333,11.46666667,서해
2020-12-26,0.625,1.475,3.25,7.225,8.95,3.325,1025.15,54.25,15.6,남해
2020-12-27,0.666666667,1.433333333,12.66666667,5.933333333,8,3.033333333,1021.166667,52.33333333,15.4,동해
2020-12-27,0.733333333,1.566666667,8.666666667,5.4,6.5,4.7,1020.266667,81,11.53333333,서해
2020-12-27,0.95,2.875,20.5,5.525,7.975,6.925,1019.675,72.75,15.725,남해
2020-12-28,0.733333333,1.633333333,7,4.833333333,7.466666667,4.766666667,1021.9,59,15.33333333,동해
2020-12-28,0.566666667,1.4,4.333333333,5.866666667,6.8,3.466666667,1023.1,83,11.53333333,서해
2020-12-28,0.725,1.75,2.5,5.05,6.775,5.35,1022.025,70,15.725,남해
2020-12-29,1.166666667,3.5,23.33333333,6.433333333,8.366666667,5.833333333,1016.8,67,15.73333333,동해
2020-12-29,2.266666667,7.666666667,21.33333333,6.766666667,9,11.5,1023,79,11.43333333,서해
2020-12-29,1.275,6.675,23.5,5.1,9.175,8.15,1017.7,78.75,15.375,남해
2020-12-30,3.766666667,8.166666667,14.33333333,8.733333333,10.7,12.73333333,1012.266667,79.33333333,15.33333333,동해
2020-12-30,3.866666667,7.9,10.66666667,8.466666667,9.333333333,14.83333333,1026.8,77.66666667,11.1,서해
2020-12-30,3.5,6.925,9.5,7.275,8.4,15.325,1021.775,74,15.125,남해
2020-12-31,2.7,6.55,2.5,8.8,9.9,10.75,1020.4,62.5,15.25,동해
2020-12-31,2.5,5.466666667,1.666666667,7.633333333,8.733333333,9.6,1028.333333,71.33333333,10.8,서해
2020-12-31,2.475,5.75,7.25,7.55,10.1,11.55,1026.1,66,14.675,남해
2021-01-01,1.95,5.2,4.5,7.35,8.55,8.95,1023.4,54,15,동해
2021-01-01,1.333333333,3.466666667,1,6.2,7.3,5.8,1026.966667,64.33333333,10.76666667,서해
2021-01-01,1.4,3.725,2.75,6.075,8.35,7.575,1026.6,56.75,14.575,남해
2021-01-02,1.7,3.35,15,7.5,9.1,8.3,1024.95,49,14.8,동해
2021-01-02,0.933333333,2.066666667,4,5.233333333,5.933333333,6.633333333,1029.733333,57.66666667,10.6,서해
2021-01-02,1.075,2.3,18.25,4.775,5.9,8.025,1027.4,56.75,14.65,남해
2021-01-03,1.8,3.8,15,7.3,8.55,8,1029.5,47,14.85,동해
2021-01-03,0.5,1.366666667,1.666666667,5.333333333,6.033333333,2.566666667,1033.3,58.66666667,10.5,서해
2021-01-03,0.85,2.15,3.25,5.025,7.575,6.675,1031.825,57,14.575,남해
2021-01-04,1.3,2.95,5,7.05,8,4.9,1029.15,47,15.1,동해
2021-01-04,0.705967811,1.066666667,15,5,6,4.1,1030.066667,66.33333333,10.46666667,서해
2021-01-04,0.6,1.55,3,5.575,7.25,4.4,1029.625,56.25,14.45,남해
2021-01-05,1.3,3.1,17,5.8,7.1,7.85,1024.8,54,15,동해
2021-01-05,1.466666667,3.233333333,14.66666667,5.666666667,6.466666667,9.133333333,1030.633333,62.33333333,10.4,서해
2021-01-05,1.175,3.025,13.25,5.1,7.625,8.65,1027,61.25,14.55,남해
2021-01-06,1.9,4.4,8.5,7.2,8.55,7.05,1020.85,53,15.5,동해
2021-01-06,1.766666667,7.333333333,23.33333333,6.3,8.466666667,9.733333333,1026,66.33333333,9.966666667,서해
2021-01-06,1.4,3.075,12.5,5.45,7.575,9.25,1024.55,62.25,14.475,남해
2021-01-07,2.85,6.55,20,7.25,10.7,11.65,1018.6,67.5,15.45,동해
2021-01-07,3.666666667,8.3,2,8.4,9.566666667,13.1,1028.166667,76,9.766666667,서해
2021-01-07,3.1,6.95,7.75,7.2,8.95,13.275,1024.425,70.5,14.35,남해
2021-01-08,2.45,4.95,3,8.65,10.7,9.35,1019.6,65,14.85,동해
2021-01-08,3,6.133333333,2.333333333,7.733333333,8.3,11.96666667,1026.333333,80,9.533333333,서해
2021-01-08,2.55,5.3,21.25,6.95,9.575,11.35,1023.55,74.5,14.175,남해
2021-01-09,2.1,4.15,13,6.9,9.1,9.65,1019.7,62.5,14.2,동해
2021-01-09,2.233333333,4.766666667,7.666666667,7.166666667,7.9,9.933333333,1026.1,66.66666667,9.233333333,서해
2021-01-09,2.375,4.875,14.25,6.975,9.025,10.725,1023.8,68,14.025,남해
2021-01-10,1.9,3.7,5,7.6,10.7,7.65,1024.15,57.5,14.35,동해
2021-01-10,1.333333333,3.066666667,14.33333333,6.066666667,6.866666667,7.866666667,1028.3,59.66666667,9.366666667,서해
2021-01-10,1.4,3.225,6.75,6.4,8.85,7.8,1027.15,62.75,13.975,남해
2021-01-11,1.333333333,3.133333333,3.333333333,6.4,7.4,5.1,1021.382805,62.33675624,13.8,동해
2021-01-11,1,2.333333333,1.666666667,5.7,7.133333333,5.866666667,1026.433333,65.66666667,9.366666667,서해
2021-01-11,1,2.55,12.5,5.975,7.525,5.85,1025.05,63.75,13.85,남해
2021-01-12,1.133333333,2.666666667,11,5.1,6.633333333,6.6,1016.066667,53,13.43333333,동해
2021-01-12,1.266666667,3.266666667,22.66666667,5.5,6.7,8.3,1018.333333,52.66666667,9.366666667,서해
2021-01-12,1.275,2.775,7,5.325,6.25,8.2,1019.55,56.25,13.525,남해
2021-01-13,1.533333333,3.766666667,16.66666667,5.2,6.266666667,8.933333333,1014.233333,54,13.86666667,동해
2021-01-13,1.633333333,3.6,1.666666667,6.433333333,6.9,7.5,1015.8,63.33333333,9.3,서해
2021-01-13,1.525,3.55,17,5.75,7,8.725,1017.75,55,13.65,남해
2021-01-14,1.333333333,3.533333333,3,6.433333333,8,5.233333333,1021.266667,54.33333333,13.93333333,동해
2021-01-14,0.9,2.166666667,9.666666667,5.933333333,6.866666667,6.466666667,1019.833333,70.33333333,9.266666667,서해
2021-01-14,0.875,2.375,1.5,5.7,6.7,4.875,1020.525,67.25,13.925,남해
2021-01-15,1.466666667,3.766666667,21.33333333,5.633333333,7.7,8.666666667,1014.633333,69.66666667,13.9,동해
2021-01-15,1.5,4.5,23,5.866666667,7.1,9.5,1017.066667,82.33333333,9.2,서해
2021-01-15,1.1,2.775,19.5,5.15,6.05,7.5,1017.275,72.75,14.525,남해
2021-01-16,2.366666667,5.666666667,18.33333333,7.5,10.16666667,7.392579027,1018.8,64.33333333,13.66666667,동해
2021-01-16,2.666666667,5.1,7.666666667,7.6,8.466666667,11.53333333,1028.233333,67.66666667,8.7,서해
2021-01-16,2,4.1,16.75,6.05,6.95,11.425,1023.5,65,14.4,남해
2021-01-17,2.5,5.15,13,8,9.1,9.1,1021.6,54,12.45,동해
2021-01-17,1.866666667,4.266666667,13,6.733333333,7.8,8.966666667,1029.066667,59.66666667,8.4,서해
2021-01-17,1.875,4.3,2.75,6.1,7.075,10.05,1027.9,58.5,13.925,남해
2021-01-18,2.2,6.3,24,6.6,9.1,10.3,1017,64,12.4,동해
2021-01-18,2.1,4.533333333,11.66666667,6.466666667,7.333333333,10.6,1023.533333,53.66666667,8.466666667,서해
2021-01-18,1.7,4.3,17.5,6.175,9.15,10.25,1023.225,57.25,13.975,남해
2021-01-19,2.75,6.15,8,8.8,10.7,6,1029.8,63,12,동해
2021-01-19,1.266666667,3.7,5.333333333,6.9,8.133333333,5.333333333,1031.566667,58.33333333,8.066666667,서해
2021-01-19,1.3,3.4,4,6.625,8.5,6.475,1029.575,58.5,14.125,남해
2021-01-20,1.3,3.05,1,6.65,9.1,6.65,1028.3,55,11.95,동해
2021-01-20,0.633333333,1.633333333,15.33333333,4.8,6.2,5.6,1027.466667,72.66666667,8.133333333,서해
2021-01-20,0.725,1.85,5.75,5.65,8.65,5.675,1028,67.5,14.075,남해
2021-01-21,0.85,2.65,1,5,7.45,4.55,1022.2,58,12.05,동해
2021-01-21,0.666666667,1.4,13.33333333,5.166666667,6.1,3.833333333,1021.366667,94,8.166666667,서해
2021-01-21,0.6,1.575,16.25,6.025,8.95,5.25,1022.175,78.5,13.975,남해
2021-01-22,0.65,1.9,22.5,4.1,4.9,4.9,1019.25,77.5,12.15,동해
2021-01-22,0.666666667,1.4,18,5.5,6.433333333,5.5,1019.733333,90.66666667,8.533333333,서해
2021-01-22,0.875,2.1,15.75,6.6,7.3,5.325,1017.55,89,14.75,남해
2021-01-23,2.3,5.366666667,12,6.6,8.066666667,10,1020.666667,71.66666667,13.06666667,동해
2021-01-23,0.933333333,2.066666667,16,5.133333333,5.766666667,7.566666667,1018.966667,84.33333333,10.87036395,서해
2021-01-23,1.8,5.125,23,6.225,8.7,10.175,1015.075,83.25,14.225,남해
2021-01-24,2.033333333,4.566666667,5.333333333,6.666666667,7.4,7.5,1025.5,66,13,동해
2021-01-24,0.8,1.733333333,5.666666667,5.833333333,7.766666667,4.933333333,1025,86,8.7,서해
2021-01-24,2.15,5.425,2,7.95,9.525,8.65,1022.85,66.75,13.7,남해
2021-01-25,1,2.166666667,2.666666667,6.333333333,7.1,4.833333333,1027.533333,68,13.23333333,동해
2021-01-25,0.6,1.4,15,6.666666667,7.8,4.466666667,1024.733333,83.66666667,8.633333333,서해
2021-01-25,1.9,3.8,18.25,6.95,8.25,9.625,1023.15,70.25,14.275,남해
2021-01-26,1,2.133333333,7,5.1,6.433333333,6.033333333,1017.6,73.66666667,13.56666667,동해
2021-01-26,0.933333333,2.433333333,15.66666667,6.033333333,7.666666667,5.833333333,1021.433333,86,8.533333333,서해
2021-01-26,1.5,3.275,9.5,5.875,7.85,8.95,1017.85,81.5,14.05,남해
2021-01-27,1.733333333,4.533333333,8,6.433333333,7.7,7.733333333,1020.166667,53.66666667,13.3,동해
2021-01-27,1,2.3,3,5.633333333,6.433333333,6,1024.4,49,8.266666667,서해
2021-01-27,1.325,3,11,5.45,6.825,8.175,1020.875,56.25,13.925,남해
2021-01-28,1.9,6.533333333,22,6.666666667,8.366666667,9.4,1011.5,56,13.33333333,동해
2021-01-28,2.6,7.333333333,20.66666667,6.9,9.233333333,12.06666667,1021.6,62.66666667,8.066666667,서해
2021-01-28,2.05,6.7,21.75,6.1,8.325,10.925,1018.875,61.25,13.95,남해
2021-01-29,4.266666667,9.366666667,12,9.833333333,12.8,11.8,1018.933333,60.33333333,13.4,동해
2021-01-29,2.033333333,6.2,1.333333333,7.533333333,9.266666667,7.433333333,1027.5,60.33333333,7.933333333,서해
2021-01-29,2.35,5.925,3.25,6.925,9.7,10.3,1025.85,59,13.475,남해
2021-01-30,2.933333333,6.1,2.333333333,11.56666667,12.8,7.066666667,1023.6,54,13.53333333,동해
2021-01-30,1.4,3.633333333,8,6.133333333,7.266666667,6.366666667,1026.033333,71,8.033333333,서해
2021-01-30,0.975,2.125,10,7.225,10.175,5.775,1027.4,62.25,13.4,남해
2021-01-31,1.8,3.9,7.333333333,9.033333333,11.4,6.266666667,1027.4,51,13.43333333,동해
2021-01-31,1.1,2.433333333,16.33333333,5.666666667,6.5,8.033333333,1023.9,83,8.1,서해
2021-01-31,0.875,2.4,20.5,6.275,9.575,6.5,1026.35,66.5,13.7,남해
2021-02-01,2.2,5.433333333,14.66666667,6.866666667,8.9,9.5,1013.8,70.66666667,13.3,동해
2021-02-01,1.2,4.333333333,23.66666667,5.933333333,6.8,7.633333333,1018.7,81,8.166666667,서해
2021-02-01,1.775,4.25,5.75,6.875,7.575,7.6,1018.25,81.75,13.575,남해
2021-02-02,2.466666667,5.366666667,15.66666667,7.6,10.7,9.933333333,1018.733333,49,13.23333333,동해
2021-02-02,1.933333333,4.9,6.666666667,6.966666667,8.033333333,8.433333333,1028.033333,58.66666667,7.933333333,서해
2021-02-02,1.85,4.15,10,6,8.2,10.7,1024.9,57.5,13.45,남해
2021-02-03,1.933333333,4.966666667,4.666666667,7.8,8.733333333,7.266666667,1023.066667,48.66666667,13.26666667,동해
2021-02-03,1.066666667,3.2,15.66666667,5.8,6.966666667,6.066666667,1025.533333,65,7.933333333,서해
2021-02-03,1.025,2.625,4,6.025,8.15,5.8,1026.375,55.25,13.45,남해
2021-02-04,2,5,8.666666667,6.633333333,8,9.1,1021.233333,49.33333333,12.96666667,동해
2021-02-04,1.4,3.433333333,5.333333333,6.266666667,7.333333333,5.8,1028.133333,60,7.966666667,서해
2021-02-04,1.2,2.85,10.5,5.125,6.575,8.075,1025.675,59.25,13.375,남해
2021-02-05,1.466666667,3.533333333,15.33333333,6.1,8,7.8,1018.7,49.66666667,12.76666667,동해
2021-02-05,0.9,2.1,13.33333333,5.933333333,7.133333333,6.033333333,1020.9,75.66666667,7.933333333,서해
2021-02-05,0.566666667,1.466666667,2,5.966666667,9.1,3.533333333,1021.8,52.66666667,14.16666667,남해
2021-02-06,1.266666667,2.733333333,5,4.9,5.4,7.8,1013.733333,56.66666667,12.66666667,동해
2021-02-06,1.066666667,2.366666667,11.33333333,5.666666667,6.333333333,6.6,1016.366667,91,7.733333333,서해
2021-02-06,0.575,1.55,21.75,4.825,8.2,5.825,1017.8,74.75,13.375,남해
2021-02-07,1.333333333,3.6,16.66666667,5.566666667,6.966666667,6.9,1017.5,68.66666667,12.5,동해
2021-02-07,1.2,3.766666667,22,5.9,7.166666667,7.733333333,1022.866667,78.33333333,7.833333333,서해
2021-02-07,0.875,2.525,19.25,5.05,6.275,6.625,1020.325,71.75,13.425,남해
2021-02-08,2.1,4.5,16.33333333,7.166666667,8.366666667,9.733333333,1022.233333,61.33333333,12.5,동해
2021-02-08,2.1,4.166666667,8.666666667,6.966666667,7.833333333,9.966666667,1030.766667,59,7.8,서해
2021-02-08,2,4.2,19,5.875,6.525,11.35,1026.4,59.25,13.15,남해
2021-02-09,1.7,4.1,7,7.466666667,8.733333333,5.833333333,1024.466667,49.33333333,12.46666667,동해
2021-02-09,0.866666667,2.5,1.333333333,5.966666667,6.9,3.4,1029.3,63.33333333,7.766666667,서해
2021-02-09,1.125,3.05,1.5,6.2,8.2,6.575,1027.875,58.75,12.85,남해
2021-02-10,1.2,2.433333333,5.666666667,6.033333333,7.7,6.266666667,1021.8,50.33333333,12.33333333,동해
2021-02-10,0.533333333,1.3,11,5.933333333,7.066666667,3.033333333,1025.4,79.33333333,7.8,서해
2021-02-10,0.55,1.4,2.5,5.475,8.525,4.725,1025.075,60,13.15,남해
2021-02-11,0.933333333,2.466666667,11,5.266666667,6.866666667,5.1,1024.4,58.66666667,12.5,동해
2021-02-11,0.366666667,1.033333333,8.333333333,6.333333333,7.4,2.833333333,1024.833333,86,7.8,서해
2021-02-11,0.55,1.325,14,4.5,7.8,5.55,1023.7,69.25,13.575,남해
2021-02-12,0.766666667,2.122026226,10.59431095,4.633333333,6.366666667,4.833333333,1023.4,70.33333333,12.83333333,동해
2021-02-12,0.333333333,0.933333333,16.33333333,7.3,9.966666667,1.966666667,1024.866667,90.33333333,7.9,서해
2021-02-12,0.625,1.6,17,5.8,8.525,4.25,1023.6,64.5,13.825,남해
2021-02-13,0.5,1.1,7,5.333333333,7.766666667,2.466666667,1023.4,78.33333333,13.1,동해
2021-02-13,0.766666667,1.6,10.33333333,8.933333333,10.56666667,3.4,1024.266667,89.33333333,7.933333333,서해
2021-02-13,1.125,2.225,13.5,9.35,10.55,3.55,1022.75,70.25,13.625,남해
2021-02-14,0.6,1.366666667,15.66666667,4.133333333,6.4,4.133333333,1014.933333,85.66666667,13.56666667,동해
2021-02-14,1.039301144,1.4,3.666666667,8.8,10.33333333,2.8,1015.5,89,8.033333333,서해
2021-02-14,1.025,2.05,7.5,9.975,10.725,3.875,1014.5,86.25,13.975,남해
2021-02-15,1.366666667,5.2,22,4.766666667,6.966666667,8.633333333,1004.033333,67,12.96666667,동해
2021-02-15,2.4,6.233333333,15,7.466666667,9.766666667,11.4,1016.633333,74.33333333,7.9,서해
2021-02-15,1.9,4.9,18,7.225,10.3,11.15,1012.95,73,13.7,남해
2021-02-16,3.233333333,7.633333333,10.33333333,8.9,10.7,10.73333333,1011.166667,54,12.73333333,동해
2021-02-16,1.766666667,4.233333333,9,6.733333333,8.266666667,8.466666667,1019.133333,62,7.833333333,서해
2021-02-16,1.85,4.4,22.25,6.45,8.375,9.525,1017.275,61.5,13.225,남해
2021-02-17,3.266666667,6.466666667,7.666666667,8.533333333,10.16666667,11.56666667,1011.333333,65.33333333,12.73333333,동해
2021-02-17,3.166666667,6.9,20.66666667,7.7,8.533333333,13.93333333,1023.5,66,7.666666667,서해
2021-02-17,2.9,6.075,20.25,6.825,7.85,14.3,1020,65.25,13.05,남해
2021-02-18,2.833333333,5.566666667,8.666666667,8.933333333,12.1,8.833333333,1016.766667,67,12.9,동해
2021-02-18,2.733333333,6.433333333,3.333333333,7.8,9.066666667,10.93333333,1025.9,61.33333333,7.633333333,서해
2021-02-18,2.75,5.95,9,6.825,8.1,12.825,1022.925,68,12.6,남해
2021-02-19,2.2,4.833333333,15.66666667,10.16666667,12.8,8.033333333,1013.366667,55,12.6,동해
2021-02-19,1.4,3.7,22.66666667,6.133333333,7.2,8.366666667,1017.833333,72.66666667,7.733333333,서해
2021-02-19,1.375,3.275,5.75,5.6,6.65,8.325,1020.525,65.5,12.55,남해
2021-02-20,2.533333333,5.533333333,7,7.033333333,8.433333333,10.66666667,1007.566667,68,12.66666667,동해
2021-02-20,1.4,3.633333333,1.666666667,6.433333333,6.9,6.733333333,1011.4,83.33333333,7.833333333,서해
2021-02-20,1.85,4.1,9.75,6.25,7.15,9.175,1014.375,73.5,12.65,남해
2021-02-21,1.833333333,4.166666667,15,6.433333333,7.7,9,1009.1,74.66666667,12.76666667,동해
2021-02-21,1.133333333,2.533333333,16,5.666666667,6.333333333,7.866666667,1010.033333,81,7.733333333,서해
2021-02-21,1.475,3.275,14.5,6,6.65,7.675,1014.275,78.5,13.3,남해
2021-02-22,1.6,3.766666667,2,6.3,8.066666667,7.033333333,1011.466667,81,12.8,동해
2021-02-22,1.966666667,5.8,20,6.566666667,8.666666667,10.16666667,1016.933333,75.33333333,7.666666667,서해
2021-02-22,1.425,4.225,15.75,5.875,7.25,8.075,1014.825,77.5,13.8,남해
2021-02-23,1.866666667,4.9,16.33333333,7.266666667,10.16666667,5.5,1022.233333,63.66666667,12.7,동해
2021-02-23,2.133333333,4.8,1.666666667,7.033333333,8.333333333,10.03333333,1027.3,59.66666667,7.7,서해
2021-02-23,1.725,3.775,3.5,6.05,7.175,9.525,1022.9,54,13.6,남해
2021-02-24,1.333333333,3.1,1.666666667,7.433333333,8.733333333,4.133333333,1025.5,55.33333333,12.9,동해
2021-02-24,1,2.5,2,5.4,6.7,6.8,1025.2,62.66666667,7.666666667,서해
2021-02-24,1.125,2.6,9.25,5.75,8.175,6.95,1023.05,62.5,13.325,남해
2021-02-25,1.066666667,2.266666667,8.666666667,8.133333333,9.1,5.433333333,1023.2,59.33333333,12.83333333,동해
2021-02-25,1.133333333,3.1,16,5.2,7.033333333,8.5,1021.633333,78.33333333,7.666666667,서해
2021-02-25,1.375,3.9,23.5,5.325,7.175,9.45,1019.075,77.5,13.325,남해
2021-02-26,1.333333333,3.433333333,22.33333333,5.733333333,8.733333333,7.766666667,1024.466667,63.33333333,12.3,동해
2021-02-26,1.5,3.266666667,9.333333333,5.466666667,7.166666667,9.066666667,1021.933333,73.33333333,7.633333333,서해
2021-02-26,2.975,6.3,16.5,7.725,9.05,12.925,1017.6,74.25,13.5,남해
2021-02-27,2,4.166666667,7,6.6,7.4,8.366666667,1031.433333,63.66666667,12.4,동해
2021-02-27,1.6,3.6,12.66666667,6.433333333,9.033333333,7.266666667,1025.966667,76.33333333,7.766666667,서해
2021-02-27,3.75,7.9,12.5,8.9,9.925,14.75,1023.525,69.5,13.1,남해
2021-02-28,1.3,3.1,8.333333333,6,7.766666667,6.066666667,1026.566667,73,12.6,동해
2021-02-28,1.3,3.366666667,3.333333333,7.766666667,8.9,6.633333333,1023.766667,86.66666667,7.766666667,서해
2021-02-28,2.075,4.975,1.75,7.2,8.7,9.225,1023.05,81.75,13.15,남해
2021-03-01,2.166666667,8.633333333,22.33333333,6.4,9.8,9.366666667,1015.8,87,12.7,동해
2021-03-01,1.9,5.033333333,21.66666667,6.7,8.366666667,9.733333333,1015.8,92.33333333,7.766666667,서해
2021-03-01,1.975,4.975,18,7.5,9.475,8.575,1014.675,89.5,13.65,남해
2021-03-02,4.933333333,10.03333333,9.333333333,10.36666667,10.7,11.06666667,1022.5,71.33333333,12.33333333,동해
