Date,Open,High,Low,Adj Close,Volume,Close
2023-05-31,39.487999,40.294998,37.821999,37.821869,1002580200,37.834
2023-06-01,38.488998,40.049999,38.34,39.757248,635872950,39.77
2023-06-02,40.097,40.5,39.05801,39.314388,482731210,39.327
2023-06-05,38.909,39.565029,38.707001,39.15844,396093810,39.171001
2023-06-06,38.830002,39.16,38.147999,38.641605,388729140,38.653999
2023-06-07,38.915001,39.499001,37.355999,37.466858,511997890,37.474998
2023-06-08,37.723999,38.863998,37.505001,38.501633,417772400,38.509998
2023-06-09,39.036999,39.710999,38.567001,38.761581,427717470,38.77
2023-06-12,39.200001,39.529991,38.618,39.473423,389673350,39.481998
2023-06-13,40.186001,41.101002,39.740002,41.013092,613208160,41.021999
2023-06-14,40.824001,43,40.551998,42.987663,740465020,42.997002
2023-06-15,42.602001,43.289001,42.146999,42.643738,568622040,42.653
2023-06-16,43.450001,43.721001,42.6605,42.682728,655709410,42.692001
2023-06-20,42.998001,43.990002,42.674,43.798481,451153110,43.807999
2023-06-21,43.500999,43.615002,42.080002,43.035648,551602910,43.044998
2023-06-22,42.252998,43.425499,42.234001,43.015659,417737430,43.025002
2023-06-23,42.464001,42.808998,42.014999,42.199833,358139840,42.209
2023-06-26,42.442001,42.764,40.099998,40.623177,594321920,40.632
2023-06-27,40.799,41.939999,40.448002,41.866905,462174700,41.875999
2023-06-28,40.66,41.845001,40.518002,41.10807,582639270,41.117001
2023-06-29,41.557999,41.599998,40.599998,40.813129,380514300,40.821999
2023-06-30,41.68,42.549999,41.500999,42.292812,501147750,42.301998
2023-07-03,42.516998,42.897999,42.202,42.403786,198209190,42.412998
2023-07-05,42.134998,43.176998,42.084999,42.307812,323617560,42.317001
2023-07-06,41.844002,42.179001,41.346001,42.093857,304138790,42.103001
2023-07-07,42.321999,43.214001,42.18,42.493767,355881470,42.502998
2023-07-10,42.657001,42.811001,41.648998,42.170837,353908110,42.18
2023-07-11,42.480999,42.757999,42.067001,42.39579,298244060,42.404999
2023-07-12,43.033001,43.935001,42.777279,43.892464,481277020,43.902
2023-07-13,44.518002,46.154999,44.492001,45.967018,478203690,45.977001
2023-07-14,46.582809,48.088001,45.060001,45.459126,772075330,45.469002
2023-07-17,46.289001,46.495998,45.262409,46.450909,510488220,46.460999
2023-07-18,46.701,47.895988,45.734001,47.483685,570190420,47.493999
2023-07-19,47.464001,47.818001,46.742001,47.066772,427501790,47.077
2023-07-20,46.507,47.087002,45.062,45.510113,537864510,45.52
2023-07-21,45.787998,45.866001,44.099998,44.299374,963768630,44.308998
2023-07-24,44.730999,45.109001,44.040001,44.60231,383099740,44.612
2023-07-25,44.941002,46.182499,44.923,45.669079,348080910,45.679001
2023-07-26,46.021,46.053001,44.630001,45.442131,364237260,45.452
2023-07-27,46.519001,47.395,45.75,45.890034,455975520,45.900002
2023-07-28,46.667999,47.027,46.381001,46.739845,331194240,46.75
2023-07-31,46.754002,47.130001,46.506008,46.718849,251055280,46.729
2023-08-01,46.459499,46.900002,46.027,46.496899,239275970,46.507
2023-08-02,45.831001,45.84,43.387001,44.259388,530141570,44.269001
2023-08-03,43.799999,45.118,43.799999,44.505333,325076600,44.514999
2023-08-04,44.985001,45.641998,44.393002,44.670296,362666180,44.68
2023-08-07,45.111,45.540001,44.56345,45.406635,322153540,45.4165
2023-08-08,44.853001,45.242001,44.056011,44.654305,353843430,44.664001
2023-08-09,44.273998,44.312,42.133999,42.544758,586449070,42.554001
2023-08-10,42.16,43.574001,41.834999,42.378796,492705300,42.388
2023-08-11,41.750999,42.018002,40.639,40.84613,533085260,40.855
2023-08-14,40.486,43.799999,40.311001,43.743496,690285830,43.752998
2023-08-15,44.560001,45.268002,43.709999,43.930454,676511510,43.939999
